gene_ensembl,logFC,logCPM,F,PValue,FDR,gene_symbol
ENSG00000250131,-1.22630879213106,5.58754514796049,15.0053220625623,0.0008036746119603,0.999924065847987,AGA-DT
ENSG00000275342,-1.71803514819527,5.05060037241939,13.7797145866885,0.0009418861252636,0.999924065847987,PRAG1
ENSG00000269289,-3.50125505454204,5.80033757692265,13.9087635508973,0.0009857058572447,0.999924065847987,ZNF276-AS1
ENSG00000250891,-2.26386133379216,8.35684720965143,13.5418896808309,0.0014552245339001,0.999924065847987,LINC02208
ENSG00000198899,1.06477424754173,7.83464535182499,13.0236897758984,0.0017269709804279,0.999924065847987,MT-ATP6
ENSG00000253288,-1.466609158249,6.98166025845075,12.8067149417649,0.0018319004579027,0.999924065847987,NONE
ENSG00000150687,-1.49461717097072,5.46542530894817,12.2970402254101,0.0018655982194287,0.999924065847987,PRSS23
ENSG00000134146,-0.999642585902402,7.03861696859235,11.3345474471331,0.0030257458615104,0.999924065847987,DPH6
ENSG00000173546,1.11960188191864,6.16672300233186,11.161647856672,0.0031956939587188,0.999924065847987,CSPG4
ENSG00000198691,-1.8138996628845,5.62836436477052,10.7022765206925,0.0033321401349004,0.999924065847987,ABCA4
ENSG00000204389,1.53146658545158,5.89866429245184,10.8012675175403,0.0035263450679808,0.999924065847987,HSPA1A
ENSG00000047617,-1.2677852889591,6.99598654381273,10.7499606224047,0.0036682996984379,0.999924065847987,ANO2
ENSG00000231185,-1.20550118388028,7.55320539433171,10.6188178536426,0.0038868809912995,0.999924065847987,LINC01844
ENSG00000137672,1.28350882300621,6.72976886991525,10.5893545222267,0.0039265868434661,0.999924065847987,TRPC6
ENSG00000286619,-2.50729412740828,6.21321063982587,10.0521864508072,0.0042268955699779,0.999924065847987,PM20D1-AS1
ENSG00000120885,-0.99014635580543,7.29677300660357,10.1548691378406,0.0045799043866694,0.999924065847987,CLU
ENSG00000253320,-1.26385091378227,5.36288431706879,9.7456651793578,0.0047800624029512,0.999924065847987,MAILR
ENSG00000197301,2.85807868833892,4.56224284282447,9.28877482656689,0.0050057850765483,0.999924065847987,HMGA2-AS1
ENSG00000196376,1.21556541472835,6.69491640974703,9.7010745927134,0.00541326221848,0.999924065847987,SLC35F1
ENSG00000053108,-2.20266601229585,5.83906247667644,9.34789677564163,0.0055073080295159,0.999924065847987,FSTL4
ENSG00000239922,-0.850245362649596,7.62636059662622,9.60069687576574,0.0056125838763719,0.999924065847987,LOC124909496
ENSG00000198840,1.11505849050419,7.88833716408025,9.06492975718592,0.0068455540639332,0.999924065847987,MT-ND3
ENSG00000181381,-1.1387029664746,5.52269328607055,8.86375330691864,0.0068954925690041,0.999924065847987,DDX60L
ENSG00000267097,-1.47031926723107,5.05288921954829,8.53967149817533,0.0074113297285658,0.999924065847987,SLC14A2-AS1
ENSG00000163590,0.929439708399595,8.63691907095691,8.80622962892362,0.0075352739878178,0.999924065847987,PPM1L
ENSG00000249797,-1.05784759924506,8.97127072192603,8.79374392226817,0.007572289429223,0.999924065847987,LOC124901051
ENSG00000182578,1.18142116149032,5.71847553987412,8.60549456364532,0.0078073405745642,0.999924065847987,CSF1R
ENSG00000099204,-0.921423106774939,8.35863573184632,8.6570506864643,0.0079833849580174,0.999924065847987,ABLIM1
ENSG00000154678,1.2550229427473,8.97005908962328,8.53141142875445,0.0083673830230257,0.999924065847987,PDE1C
ENSG00000226965,-1.73133948954478,7.48126993298567,8.47375803006031,0.0085478089585262,0.999924065847987,NONE
ENSG00000156482,-0.971332053466499,6.16430151086767,8.21123929246076,0.0093192543498012,0.999924065847987,RPL30
ENSG00000187720,-1.33574336946447,8.29247861374394,8.20824936558103,0.0094948434156334,0.999924065847987,THSD4
ENSG00000099622,-0.851708562791745,7.099033378234,8.11225430717754,0.0098479711439029,0.999924065847987,CIRBP
ENSG00000254538,-1.23929229419596,6.57381691808244,7.90937930105391,0.0105307875822592,0.999924065847987,NONE
ENSG00000110328,0.74517507848484,7.15470933225031,7.72812668462036,0.0114973870996042,0.999924065847987,GALNT18
ENSG00000072134,0.654879237710366,8.32607762623175,7.65541053555073,0.0118031067675656,0.999924065847987,EPN2
ENSG00000203485,0.685995707106128,6.5994664820105,7.64329909764157,0.0118802928851806,0.999924065847987,INF2
ENSG00000141385,-0.712080576664619,6.1328736350273,7.5886222375536,0.0119788129270789,0.999924065847987,AFG3L2
ENSG00000154027,-0.846282172629632,6.8013977594386,7.55991342606404,0.0122353696480774,0.999924065847987,AK5
ENSG00000179833,-0.896842732826465,5.87614087042097,7.49077287413842,0.0123042577533665,0.999924065847987,SERTAD2
ENSG00000170962,-1.68556544316936,5.9626363181363,7.41362881157109,0.0123411670511758,0.999924065847987,PDGFD
ENSG00000174227,-0.760058020916594,5.80382080965357,7.46781729648451,0.0124160628268451,0.999924065847987,PIGG
ENSG00000171502,-1.51632597803245,6.31966603336444,7.39344095802249,0.0127172484018412,0.999924065847987,COL24A1
ENSG00000105877,1.88248441454494,7.91852423069072,7.30119122613371,0.0136283721959896,0.999924065847987,DNAH11
ENSG00000136040,-0.954539435557936,6.76746035069625,7.22761389714291,0.0140059652478298,0.999924065847987,PLXNC1
ENSG00000105643,0.912965345812945,5.42872773593578,7.09696911907946,0.0140139189382003,0.999924065847987,ARRDC2
ENSG00000141338,-0.87207798457276,9.34780381084017,7.06695118584271,0.0149732675533341,0.999924065847987,ABCA8
ENSG00000196074,1.2256465953396,5.47211832190775,6.98780935114182,0.015107670831023,0.999924065847987,SYCP2
ENSG00000101746,1.01622964300762,5.28565753714204,6.9510540763985,0.0151999813390115,0.999924065847987,NOL4
ENSG00000225649,-1.02897587206447,6.21799568643086,6.87615410359444,0.0159881854495831,0.999924065847987,LOC100506474
ENSG00000103710,1.05017418294123,5.79161321740537,6.86539362472661,0.0161212387333474,0.999924065847987,RASL12
ENSG00000259134,-0.881803938365363,8.48540936737992,6.81063228595487,0.0166614269598135,0.999924065847987,LINC00924
ENSG00000142494,-1.60314927177966,5.3479911638115,6.53432156155532,0.0174004757228285,0.999924065847987,SLC47A1
ENSG00000155849,-0.716856883263077,7.66798064699347,6.67772462862052,0.0176359365030375,0.999924065847987,ELMO1
ENSG00000203721,1.09103073977643,5.19002065594003,6.55857192941914,0.0177728733895706,0.999924065847987,LINC00862
ENSG00000103227,-0.72594664693103,6.14176765099758,6.6091011795038,0.0179616772121429,0.999924065847987,LMF1
ENSG00000196220,-1.03196637435562,5.87587598638558,6.52390135358218,0.0183338683631074,0.999924065847987,SRGAP3
ENSG00000157350,0.857416866838398,5.67254131955683,6.52358246962095,0.0185435059559833,0.999924065847987,ST3GAL2
ENSG00000233806,-1.11992767927857,6.89084784765142,6.49751692014408,0.0189321024078384,0.999924065847987,LINC01237
ENSG00000101230,-1.33396475445708,6.78147827840106,6.4796970173682,0.0190751311381501,0.999924065847987,ISM1
ENSG00000122367,1.57506925691474,4.81496744341993,6.28865315596701,0.0192898763564106,0.999924065847987,LDB3
ENSG00000124164,0.852363331684002,6.79761582627912,6.44533747459939,0.0194554086026375,0.999924065847987,VAPB
ENSG00000114120,-0.61536758439015,6.89983059266958,6.42677682748295,0.0195973586644046,0.999924065847987,SLC25A36
ENSG00000164035,-1.20562465086389,5.47742196668784,6.26046877018491,0.02009767712638,0.999924065847987,EMCN
ENSG00000182771,0.691306124498261,7.87561718861686,6.32415327927713,0.0204635046069747,0.999924065847987,GRID1
ENSG00000164244,-0.833491440636592,5.53410210671037,6.2351878282943,0.0204963884965298,0.999924065847987,PRRC1
ENSG00000135298,1.05592192243389,9.10387587730564,6.25106647559457,0.0210897050247288,0.999924065847987,ADGRB3
ENSG00000088881,0.728397228968746,5.93128080166878,6.22001553111593,0.0212213447107776,0.999924065847987,EBF4
ENSG00000138771,-0.996399667897743,5.9902926398911,6.17520807929664,0.0214768142367978,0.999924065847987,SHROOM3
ENSG00000154258,-0.695379261973524,10.2082557025618,6.17689161946423,0.0217654766694691,0.999924065847987,ABCA9
ENSG00000185736,1.20687883015195,8.46109606680644,6.10876548552884,0.0224288180190077,0.999924065847987,ADARB2
