gene_ensembl,logFC,logCPM,F,PValue,FDR,gene
ENSG00000256797,5.5215584190893,0.783114253246768,36.4716063320495,2.26643219922175e-06,0.0476494705564381,KLRF2
ENSG00000243137,-2.89093786737069,1.12174084507168,32.7266893579915,8.33302801615956e-06,0.0583978603372462,PSG4
ENSG00000137860,-2.12123496477892,2.51586151014435,32.5981670077203,1.19381932206412e-05,0.06274714356769,SLC28A2
ENSG00000026508,-1.47376423918698,2.3265996636728,29.3106306173468,2.3543486475616e-05,0.09899565193267,CD44
ENSG00000285683,-3.97622038417001,1.84765712751642,23.5741255507868,6.25928705272563e-05,0.200156140353737,LOC105375775
ENSG00000102524,1.02986739391268,3.36132356262004,25.9487764193543,6.66425505363468e-05,0.200156140353737,TNFSF13B
ENSG00000112306,-0.776501020507216,5.35544979875007,24.0328511219317,0.0001014207953908,0.236918978033049,RPS12
ENSG00000168899,-1.23282676611057,0.461566471961877,21.7714565496754,0.0001170803872179,0.246149806087107,VAMP5
ENSG00000176716,1.18219672571867,0.493628863356383,21.5470471454442,0.0001341695264673,0.25643455676812,OR10AB1P
ENSG00000158710,-1.03220234018175,1.53352322231249,20.7787076299647,0.000175629164699,0.258618621290554,TAGLN2
ENSG00000184260,-1.65119435500725,0.70850034636183,20.4832458817329,0.0001771095878691,0.258618621290554,H2AC20
ENSG00000149089,-0.840769798935007,5.7927495856819,21.413302395497,0.0001875172891222,0.258618621290554,APIP
ENSG00000178878,1.19193259775936,6.53737771744439,21.2105594638023,0.000196817824422,0.258618621290554,APOLD1
ENSG00000198488,1.17607133681441,0.567166577181361,19.3649072455846,0.0002339698112889,0.289351841914059,B3GNT6
ENSG00000188393,4.0457959077888,3.2738589206637,19.7783745528567,0.0002722296542966,0.30395506699374,CLEC2A
ENSG00000184898,-0.754353789092759,1.74122609172559,19.2363624077433,0.0002746930304833,0.30395506699374,RBM43
ENSG00000232859,1.3156432433023,0.983124337819063,18.5062508678592,0.000326009716691,0.304491854433283,LYRM9
ENSG00000198832,-0.904937055039628,4.09201497888256,18.945376991755,0.0003494339701611,0.304491854433283,SELENOM
ENSG00000286251,-3.07149721279828,2.58012667335573,17.4661403532951,0.0003821147758402,0.304491854433283,LOC105377411
