gene_ensembl,logFC,logCPM,F,PValue,FDR,gene_symbol
ENSG00000285683,-3.94006643597098,1.30102881504419,23.8057018118903,5.33818511299478e-05,0.529059167420355,LOC105375775
ENSG00000165197,1.06802402144199,4.01655580196917,27.4107097606929,5.3545788919625e-05,0.529059167420355,VEGFD
ENSG00000232973,0.96539338278948,3.36984043656543,23.9702528151124,0.0001126583043962,0.537152072375414,CYP1B1-AS1
ENSG00000149089,-1.00628463832337,5.31061477222564,21.6420078947982,0.0001909653383325,0.537152072375414,APIP
ENSG00000162645,-1.95188354906648,3.59331650945413,19.6908641143165,0.0003103240149819,0.537152072375414,GBP2
ENSG00000286251,-2.83027850058428,2.07846759758697,18.3022791089885,0.0003519377853551,0.537152072375414,LOC105377411
ENSG00000225437,-1.57079695120147,1.02508629040926,18.0888841959309,0.0003735630891758,0.537152072375414,PACRG-AS2
ENSG00000137860,-2.36430734053912,3.25540040607894,18.3990993541612,0.0004238674259961,0.537152072375414,SLC28A2
ENSG00000287683,1.32742985206382,3.47052496376314,18.242564134555,0.0004495236219221,0.537152072375414,NONE
ENSG00000187720,-1.21298340585261,4.45791207683575,17.962780483936,0.000480457070647,0.537152072375414,THSD4
ENSG00000287032,1.081230879969,3.09498725208071,17.566532955784,0.000537778513032,0.537152072375414,NONE
ENSG00000126709,-2.60228495233506,2.56223437578919,16.6922288467464,0.0005505030276945,0.537152072375414,IFI6
ENSG00000282987,-2.17756472151629,2.82384061764236,17.2649375144778,0.0005740161306021,0.537152072375414,NONE
ENSG00000145414,0.594654525413174,5.37635695248739,17.182470803278,0.0005908824911169,0.537152072375414,NAF1
ENSG00000253853,-1.26900263235552,4.0146506531523,17.1739435886742,0.0005941626577062,0.537152072375414,NONE
ENSG00000124164,1.21986561583867,5.83920849188304,17.1534511371891,0.0005954704207669,0.537152072375414,VAPB
ENSG00000110700,-0.924995856186517,4.0139559811753,16.9118311976059,0.000637800378227,0.537152072375414,RPS13
ENSG00000063245,-1.50393041640648,4.42740182730564,16.8612858982777,0.0006464565380658,0.537152072375414,EPN1
