gene_ensembl,logFC,logCPM,F,PValue,FDR,gene
ENSG00000101654,1.97622551749313,6.63415819590132,14.1202695831889,0.0011378793353352,0.861303564256542,RNMT
ENSG00000140948,-0.890723538965237,6.87703113139094,13.5629406482531,0.001389583521741,0.861303564256542,ZCCHC14
ENSG00000250938,-1.80830774004264,6.29090904909587,13.3861030343377,0.0014375178286141,0.861303564256542,MAD2L1-DT
ENSG00000213639,-1.54676830508751,7.54480195304143,12.829166371201,0.0017652950227445,0.861303564256542,PPP1CB
ENSG00000233008,3.68846805230363,5.19546244900218,11.9246489597128,0.0020687837446374,0.861303564256542,LINC01725
ENSG00000154548,3.50966916436267,5.01462751352963,11.4622974428934,0.0023903972844985,0.861303564256542,SRSF12
ENSG00000183230,-1.19402398593779,8.70320785992581,11.8098167966661,0.0024779037710759,0.861303564256542,CTNNA3
ENSG00000253582,4.0789078611268,5.8535963285988,11.2765501033758,0.0026909607146093,0.861303564256542,OXR1-AS1
ENSG00000157514,1.82840716416072,7.42454121860929,11.5738757219221,0.0026966848076075,0.861303564256542,TSC22D3
ENSG00000171502,-2.33135012863715,6.31945242886122,11.372002533081,0.002720345653551,0.861303564256542,COL24A1
ENSG00000059804,2.49372662178285,7.24026769330789,11.4087236487993,0.0027730474670236,0.861303564256542,SLC2A3
ENSG00000133112,1.17239002408807,6.75441784491556,11.4464298675705,0.0028183482568953,0.861303564256542,TPT1
ENSG00000154122,1.31263761391076,8.3969212027194,11.3768578062271,0.0028797407143721,0.861303564256542,ANKH
ENSG00000206052,1.51953943324074,7.07312900587528,11.3204417870582,0.0029459831113807,0.861303564256542,DOK6
ENSG00000076067,1.02901623160583,6.93572994295587,11.2539012824755,0.0030194641828972,0.861303564256542,RBMS2
ENSG00000198700,1.15700143704798,6.58949647177954,11.2162970609139,0.0030506591985873,0.861303564256542,IPO9
ENSG00000124251,3.68237810778885,5.22563819554275,10.8533466058094,0.0030555088377421,0.861303564256542,TP53TG5
ENSG00000135506,1.6097922567068,5.83328133087573,10.723403627778,0.0034510409895558,0.861303564256542,OS9
ENSG00000142168,1.88294516065565,5.7543913412921,10.4569709321374,0.0037297322747082,0.861303564256542,SOD1
