gene_ensembl,logFC,logCPM,F,PValue,FDR,gene
ENSG00000250131,-1.22394267092351,5.58772050848944,15.8361607121649,0.0005925705261029,0.999895961165225,AGA-DT
ENSG00000275342,-1.74872982460154,5.0508827303224,14.2555140190847,0.0007809567438939,0.999895961165225,PRAG1
ENSG00000269289,-3.35438598501248,5.79975448839327,13.7714824900525,0.000982185834288,0.999895961165225,ZNF276-AS1
ENSG00000150687,-1.50397648064459,5.46551877339093,13.1217431207552,0.001357028401969,0.999895961165225,PRSS23
ENSG00000198899,1.05530406521231,7.83454229255825,13.3751994979858,0.0014751629232784,0.999895961165225,MT-ATP6
ENSG00000173546,1.12168652471858,6.16667188227746,11.8733182678726,0.0024157354720661,0.999895961165225,CSPG4
ENSG00000134146,-1.01408697009549,7.03869821801619,11.8582697313566,0.0024431290718413,0.999895961165225,DPH6
ENSG00000204389,1.52949601194723,5.89870803779014,11.1985137231659,0.0029719858691759,0.999895961165225,HSPA1A
ENSG00000250891,-2.05279068901733,8.35679752099106,10.9682369554507,0.0033252930884824,0.999895961165225,LINC02208
ENSG00000231185,-1.20336145785536,7.55316076101587,10.9533691680674,0.0033438667963717,0.999895961165225,LINC01844
ENSG00000053108,-2.28046106350682,5.83957144430888,10.4165923431699,0.0035888598534104,0.999895961165225,FSTL4
ENSG00000196376,1.23852874276042,6.69494373346825,10.5192323283772,0.0039081990692376,0.999895961165225,SLC35F1
ENSG00000253320,-1.25437570606829,5.36310196349633,10.1646551172057,0.0039858948428097,0.999895961165225,MAILR
ENSG00000239922,-0.841482254580905,7.62642559643312,9.96586962652884,0.0047698460174312,0.999895961165225,LOC124909496
ENSG00000120885,-0.986599595950128,7.29693204893595,9.66953973944632,0.0053195575315855,0.999895961165225,CLU
ENSG00000197301,2.78252918402857,4.56248573616925,9.12797531887322,0.0053658263634695,0.999895961165225,HMGA2-AS1
ENSG00000047617,-1.23980886169533,6.99620532068165,9.54746761277398,0.0055472099377929,0.999895961165225,ANO2
ENSG00000163590,0.94168616811571,8.63690826761209,9.40364051094067,0.0058590367339007,0.999895961165225,PPM1L
ENSG00000137672,1.24022242320036,6.72982064873662,9.28726368720929,0.0061392355446661,0.999895961165225,TRPC6
ENSG00000099204,-0.923682047512002,8.35871329446294,9.15665443632895,0.0064363571695927,0.999895961165225,ABLIM1
ENSG00000156482,-0.96173281241448,6.16436021913988,9.10388582179789,0.0064514246164948,0.999895961165225,RPL30
ENSG00000267097,-1.45161981894193,5.05298293081297,8.80934589735488,0.0065207309551148,0.999895961165225,SLC14A2-AS1
ENSG00000286619,-2.41879551582611,6.21335528189406,8.8565510102998,0.0066353759741087,0.999895961165225,PM20D1-AS1
ENSG00000181381,-1.1195906382261,5.5226557952189,8.7720038811681,0.0070323737253309,0.999895961165225,DDX60L
ENSG00000154678,1.25105378247143,8.97007879048634,8.87024918816718,0.0071686942307228,0.999895961165225,PDE1C
ENSG00000249797,-1.04854396738177,8.97123317646242,8.82754420752482,0.0072896536245026,0.999895961165225,LOC124901051
ENSG00000141338,-0.936905563784117,9.34784357769856,8.68681298623587,0.0076918433021902,0.999895961165225,ABCA8
ENSG00000198840,1.12690385758273,7.8881791335792,8.44869448722372,0.0084507272427739,0.999895961165225,MT-ND3
ENSG00000198691,-1.61275106172919,5.62875558491933,8.16214702320453,0.0088635083009038,0.999895961165225,ABCA4
ENSG00000203485,0.686654380155801,6.59939882439552,8.24149405699638,0.0091748577354396,0.999895961165225,INF2
ENSG00000072134,0.665328623125184,8.32606240362976,8.10181662936522,0.0096741385072704,0.999895961165225,EPN2
ENSG00000099622,-0.840932529754618,7.09895301278547,7.91441421571258,0.0104327802150647,0.999895961165225,CIRBP
ENSG00000136040,-0.966563724209223,6.76752636428664,7.7920850314576,0.0109231448856326,0.999895961165225,PLXNC1
ENSG00000174227,-0.751019993005006,5.80400888020511,7.69881759839756,0.0111096845607888,0.999895961165225,PIGG
ENSG00000187720,-1.33116003745046,8.29264455920269,7.72582064276804,0.0112492991519121,0.999895961165225,THSD4
ENSG00000154027,-0.826609900105378,6.80145076316426,7.71429651408186,0.0112793479745503,0.999895961165225,AK5
ENSG00000141385,-0.700076932720068,6.13295565311636,7.65526551603885,0.0114576479852875,0.999895961165225,AFG3L2
ENSG00000179833,-0.883907208978175,5.87607667304787,7.58748080909416,0.0116393601547973,0.999895961165225,SERTAD2
ENSG00000196074,1.23596649865579,5.47191111004456,7.46798420812692,0.0121688401124011,0.999895961165225,SYCP2
ENSG00000101680,-1.27171254956762,5.50658088132343,7.39016028350867,0.0122421568596235,0.999895961165225,LAMA1
ENSG00000122691,-1.09147177159968,6.07057173722623,7.41712564231614,0.012429160540255,0.999895961165225,TWIST1
ENSG00000110328,0.731379062342996,7.15466509761134,7.48013526811796,0.0124458504318948,0.999895961165225,GALNT18
ENSG00000138771,-1.05406148658232,5.99049427118273,7.40397605981389,0.012564622340229,0.999895961165225,SHROOM3
ENSG00000101746,1.01306184334253,5.28573562223704,7.31400064108096,0.0128479080184956,0.999895961165225,NOL4
ENSG00000182578,1.17613023297726,5.71846045827158,7.26045435721104,0.0133627144831555,0.999895961165225,CSF1R
ENSG00000103710,1.04886542274218,5.7914898288269,7.21441311371562,0.013708890252359,0.999895961165225,RASL12
ENSG00000225649,-1.03396816255224,6.21775783544989,7.12944531814302,0.0141290951583322,0.999895961165225,LOC100506474
ENSG00000088881,0.784290361948381,5.9313739549437,7.12378993985206,0.0142525945315567,0.999895961165225,EBF4
ENSG00000105643,0.89593265652434,5.42878871026691,6.93190129738766,0.0148918844864236,0.999895961165225,ARRDC2
ENSG00000157350,0.858226815907731,5.67254201648893,6.98633396419309,0.0150150495524626,0.999895961165225,ST3GAL2
ENSG00000154258,-0.731437327877844,10.2082585546998,6.98925541493308,0.0151812035119462,0.999895961165225,ABCA9
ENSG00000114120,-0.61526127359657,6.89994155946023,6.91455074574845,0.0156969010817354,0.999895961165225,SLC25A36
ENSG00000101230,-1.34357983858495,6.78127199831587,6.88420467840789,0.0158142635099865,0.999895961165225,ISM1
ENSG00000259134,-0.856486710625962,8.48544920280417,6.87578608101148,0.0159333678689426,0.999895961165225,LINC00924
ENSG00000103227,-0.701384618631201,6.14178880047975,6.77210066842081,0.0165166073834076,0.999895961165225,LMF1
ENSG00000123933,0.817708226158585,5.62604685059454,6.6754190832442,0.0170903467254512,0.999895961165225,MXD4
ENSG00000231304,-1.3608018600005,6.3228408223426,6.6162917565933,0.0175780118087114,0.999895961165225,SGO1-AS1
ENSG00000122367,1.57054236118932,4.81468036417277,6.4493748906876,0.0177668947624629,0.999895961165225,LDB3
ENSG00000167491,0.748814780303757,6.82572657199956,6.59584111451623,0.01796506955074,0.999895961165225,GATAD2A
