"","logFC","logCPM","F","PValue","FDR"
"ENSG00000231509",-4.4367328891464,0.8132593279343,29.5842253069626,2.36997495928336e-05,0.468330751703985
"ENSG00000270117",2.82668438773172,0.177828346775555,22.6803369498702,5.54130761148303e-05,0.54750889855258
"ENSG00000255991",2.82786001401322,0.720932945862867,19.6368010495162,0.000190724765872293,0.689160653049935
"ENSG00000204361",2.06256849218508,0.581870654370788,19.3135262961658,0.000213550396635718,0.689160653049935
"ENSG00000143110",1.5133467807203,2.05811451308593,20.9881725055503,0.000220436009716642,0.689160653049935
"ENSG00000183281",1.27805835213368,1.44798396216088,19.3922511977696,0.000300695687380866,0.689160653049935
"ENSG00000172575",-1.24886317198545,4.81706969829596,18.7776738155655,0.000388143717080095,0.689160653049935
"ENSG00000106536",1.4422393749561,7.19912477198797,18.3935305934577,0.000428356304277389,0.689160653049935
"ENSG00000279232",-2.2076903574825,1.50285696754064,17.4623607032154,0.000475681292498129,0.689160653049935
"ENSG00000286307",-2.03168966628097,2.3958985270545,17.4268322751516,0.00054897279630372,0.689160653049935
"ENSG00000285736",1.43143566195064,1.08956031923646,16.5608183772712,0.000608134649303235,0.689160653049935
"ENSG00000248858",1.26186642033043,2.84998254143358,16.885907627145,0.000646269699138679,0.689160653049935
"ENSG00000106823",-1.92837083539387,3.82154052816616,16.3994649702297,0.000735372648914659,0.689160653049935
"ENSG00000205930",0.685532319370226,6.6798584322816,15.849519450227,0.000853309329740338,0.689160653049935
"ENSG00000286355",1.38101557804664,1.08496877788371,15.3569560343984,0.000859116063539942,0.689160653049935
"ENSG00000248527",2.78965347234048,5.00265375693394,15.553912157022,0.000929406167225488,0.689160653049935
"ENSG00000285812",-1.81590331214468,1.8748930272574,15.4316784844577,0.000939460826353354,0.689160653049935
"ENSG00000272068",1.53093261644456,1.47429075366893,15.2883766183126,0.00094403808694889,0.689160653049935
"ENSG00000250371",1.6970444717692,0.802702863408354,14.5431225030941,0.00094672060288638,0.689160653049935
"ENSG00000139921",0.794202928910212,5.00574756533123,15.3011411256619,0.000997754794435446,0.689160653049935
"ENSG00000213302",2.07303825749634,0.883215664391708,14.4903535217914,0.00101735584502402,0.689160653049935
"ENSG00000105464",-1.3693451336708,3.33098434421568,15.074285122984,0.00107128904046944,0.689160653049935
"ENSG00000185710",2.61726606632598,0.525789087785472,13.6031522293996,0.00114568188894826,0.689160653049935
"ENSG00000245498",0.941692967267677,3.34482203388658,14.8219826518803,0.00115221257137555,0.689160653049935
"ENSG00000259819",7.72879726132526,1.13928560108976,15.4480916930555,0.00116238481922821,0.689160653049935
"ENSG00000224789",1.00630210522891,3.29731610775626,14.66828175256,0.00120563022034995,0.689160653049935
"ENSG00000251349",1.30637716874837,2.02996252480199,14.6091698650241,0.00120993774300031,0.689160653049935
"ENSG00000249436",-2.17498374514179,1.41963913490289,14.1579324130861,0.00122998379963648,0.689160653049935
"ENSG00000256259",4.46265242986373,0.427124752439143,12.8362733028607,0.00141734274589657,0.689160653049935
"ENSG00000155749",1.40159798363373,4.17559130489537,14.0903255865819,0.0014243711017315,0.689160653049935
"ENSG00000257953",-1.6950858046885,2.33696562666515,14.0624673601716,0.00143960105200791,0.689160653049935
"ENSG00000214954",0.877169034976278,4.74339382797414,13.9971351914309,0.00146272783864537,0.689160653049935
"ENSG00000149089",-1.12982289802915,5.31061477222564,13.9553015211686,0.00148068417930592,0.689160653049935
"ENSG00000233403",-2.09017139396948,1.79564258058011,13.7846157434842,0.00148225506548153,0.689160653049935
"ENSG00000196557",-3.43421594044854,0.599401942417597,12.9471172985071,0.00152011525120449,0.689160653049935
"ENSG00000162687",-1.46331393201356,4.36272532185576,13.8548184565521,0.00152772693155966,0.689160653049935
"ENSG00000136960",-3.36063237087813,5.87752727659322,13.7698831752934,0.001566339253202,0.689160653049935
"ENSG00000255292",0.837112201979707,3.2143354233725,13.7451749779881,0.00158676811145242,0.689160653049935
"ENSG00000073849",-2.14591603810521,5.78823771020718,13.6822895215653,0.00160759685655025,0.689160653049935
"ENSG00000077514",0.81560261043387,5.00548706835434,13.6247662919176,0.00163620920592158,0.689160653049935
"ENSG00000249781",1.6256438789552,3.3639606016574,13.6301591368559,0.00164234458095562,0.689160653049935
"ENSG00000286812",-3.59848199250505,0.919321345954724,12.8512824511133,0.0016678713493643,0.689160653049935
"ENSG00000260246",-2.33430812713625,2.36560193431399,13.5112213842759,0.0016801649536237,0.689160653049935
"ENSG00000288000",1.40856919754399,3.87598070242768,13.4764172722215,0.00171651403423767,0.689160653049935
"ENSG00000100316",-0.81492380975014,4.40928715601236,13.4672987686955,0.00171766206473916,0.689160653049935
"ENSG00000285564",1.74323889691623,0.776024885976616,12.7433738949729,0.00175752296234564,0.689160653049935
"ENSG00000122786",-0.782188674492004,6.44838422249178,13.3595507493682,0.00177343272304984,0.689160653049935
"ENSG00000259245",1.61661831391323,4.82543515377478,13.3609668427712,0.00177430971026452,0.689160653049935
"ENSG00000116678",1.68428351583187,5.87775452578411,13.3552799058666,0.00177602060180765,0.689160653049935
"ENSG00000189099",-1.83388071590959,1.8649737694777,13.1068712335566,0.00187565412452821,0.689160653049935
"ENSG00000198763",1.99175384577205,5.7520250617267,13.1145019062439,0.00191285709577961,0.689160653049935
"ENSG00000283117",1.43423632009269,2.43009839060287,13.1242588778557,0.00191607935307715,0.689160653049935
"ENSG00000213719",-3.19052220173821,0.634690229252381,12.1847169556345,0.00200695927954245,0.689160653049935
"ENSG00000198821",1.11759871974132,2.69467886399241,12.8936765557299,0.00206305149403145,0.689160653049935
"ENSG00000063245",-1.91268932315442,4.42740182730564,12.8587786136779,0.00207488079560079,0.689160653049935
"ENSG00000049883",0.838800450229317,4.89070787247465,12.8101958470757,0.00210314099876925,0.689160653049935
"ENSG00000187753",1.10249604376866,4.00885401606344,12.789700111796,0.00212010463516903,0.689160653049935
"ENSG00000260378",-1.78455406553492,1.21138542555974,12.3941119163048,0.00214754529556491,0.689160653049935
"ENSG00000111254",1.10786183441171,2.20481050033528,12.6692226668066,0.00220291074406398,0.689160653049935
"ENSG00000197140",0.840155469149244,4.37905994391236,12.6183306880694,0.00223490384490414,0.689160653049935
"ENSG00000080224",0.800296075119895,9.03501220636515,12.5708048956362,0.00226621102403814,0.689160653049935
"ENSG00000261235",1.34577612014172,2.02206839496067,12.427293136618,0.00235943530595459,0.689160653049935
"ENSG00000223901",-2.19468277881722,1.79545173608961,12.1009854656232,0.00252596468780011,0.689160653049935
"ENSG00000229537",1.36808026639747,2.7589376598263,12.1945262533552,0.00257010169183965,0.689160653049935
"ENSG00000127870",0.965215296467914,3.86278288281867,12.1667500647396,0.00258254935819226,0.689160653049935
"ENSG00000153531",1.44832192783981,2.52842732528628,12.1465496527598,0.0026076073539354,0.689160653049935
"ENSG00000136111",0.990624868468661,5.38072147150456,12.0249502330891,0.00269743532232477,0.689160653049935
"ENSG00000273492",-2.32954315275204,0.900749928955655,11.3821963033487,0.0027546169530376,0.689160653049935
"ENSG00000248079",1.15212173510024,7.78440847305503,11.8980305827509,0.00280950491848088,0.689160653049935
"ENSG00000236130",-2.08005936331434,2.65421276314526,11.8466844466186,0.00286566449970527,0.689160653049935
