gene,logFC,logCPM,F,PValue,FDR,gene
ENSG00000224445,-3.32898187960501,3.20201240685503,20.9426836032035,0.0001080953269549,0.829720579399104,LINC01708
ENSG00000126838,-3.11691976819243,3.11966322251374,16.2388546573399,0.0004062984463686,0.829720579399104,PZP
ENSG00000275302,-3.29995492329508,3.91646923889879,16.615627230368,0.0004424242539381,0.829720579399104,CCL4
ENSG00000286251,-2.66039426387041,2.60886074693857,15.7633508557044,0.0004589887826611,0.829720579399104,LOC105377411
ENSG00000100321,0.835637439363227,4.55204739610462,15.9708081321353,0.0008078629859934,0.91649942763234,SYNGR1
ENSG00000169895,-0.892910888536641,5.42906988741345,15.8357215938061,0.0008318265440028,0.91649942763234,SYAP1
ENSG00000230666,-1.80137790286316,3.97424817482145,15.5774064255988,0.0008425194427014,0.91649942763234,CEACAM22P
ENSG00000227110,-1.18832549421582,5.9673920916083,15.5234773164493,0.0009064725393799,0.91649942763234,LOC101927394
ENSG00000007541,1.09001556075093,3.40548590819294,14.8604197299247,0.0010286348434288,0.91649942763234,PIGQ
ENSG00000104714,-0.809659048195422,7.61785564595953,14.5789037529216,0.0011894338932152,0.91649942763234,ERICH1
ENSG00000170340,0.874190338779411,4.3902046017009,14.3571057422408,0.001289880444626,0.91649942763234,B3GNT2
ENSG00000119508,-1.94257834571518,3.50680284084738,13.4298235619094,0.0013015262859127,0.91649942763234,NR4A3
ENSG00000131791,1.00278566584003,3.96996427521793,14.0459242110368,0.0014036566221547,0.91649942763234,PRKAB2
ENSG00000248300,-2.59007738684538,2.47415880821926,12.5766224004748,0.0014169221032602,0.91649942763234,LINC02360
ENSG00000124164,0.79191079058696,6.63059928049705,13.9899740051952,0.00142001526121,0.91649942763234,VAPB
ENSG00000026950,-1.06345319427365,4.93284796891238,13.7260499884603,0.0015526784838932,0.91649942763234,BTN3A1
ENSG00000159247,-2.33055044844584,2.81681061237931,12.3854589353227,0.0016288112062159,0.91649942763234,TUBBP5
ENSG00000181218,-1.56232248370596,3.49552162959442,13.184877021593,0.0016379578658277,0.91649942763234,H2AC25
ENSG00000104804,2.57477464823682,2.64888956031457,12.1981224154029,0.0016658358491815,0.91649942763234,TULP2
ENSG00000072401,0.966241720705321,4.7531743996156,13.3254550834736,0.0017598655091538,0.925785919257235,UBE2D1
ENSG00000080573,1.15988381528202,3.84384199875194,13.1451143266827,0.0018290380892548,0.925785919257235,COL5A3
ENSG00000183486,-1.14623899204897,6.07948291785959,12.4003047222188,0.0023349692711489,0.965492043193146,MX2
ENSG00000224063,-2.21665211845116,5.72932890558631,12.2866816668729,0.002429262607263,0.965492043193146,CALCRL-AS1
ENSG00000233016,-1.16035155453809,4.11765642540473,12.1064958700907,0.0025531922082735,0.965492043193146,SNHG7
