"","logFC","logCPM","F","PValue","FDR"
"ENSG00000286390",-3.14440747147897,0.70178452444802,33.1609740574232,7.81763591281187e-06,0.091191342026809
"ENSG00000256797",5.57869243972453,0.783025759993462,32.7105513625211,8.67497545917133e-06,0.091191342026809
"ENSG00000243137",-2.79193309671495,1.12094101582602,30.8249092829049,1.45959782563087e-05,0.0944283010492484
"ENSG00000137860",-2.10787583060515,2.51499448493264,31.2294407240351,1.79658107019118e-05,0.0944283010492484
"ENSG00000026508",-1.49378469172875,2.32607406197383,28.9256832828417,2.88311832853852e-05,0.121229359478388
"ENSG00000284727",2.33360771393934,3.16510692095269,26.4474969738592,7.05273986770834e-05,0.222822499005509
"ENSG00000232859",1.37306790527295,0.983625424965828,24.8828234431857,7.58280208723668e-05,0.222822499005509
"ENSG00000285683",-3.98718686368662,1.84646635074499,22.6821117857077,8.47878611132074e-05,0.222822499005509
"ENSG00000102524",1.029336910001,3.36154927559229,24.3995483464939,0.000108671353314075,0.250947222147808
"ENSG00000288047",2.7505407734211,-0.140209130449293,20.898035731574,0.000123871900881647,0.250947222147808
"ENSG00000176716",1.18201581171438,0.493479477798267,21.7135618223132,0.00014191772126183,0.250947222147808
"ENSG00000168899",-1.22457310879156,0.461101609909151,21.2710262539001,0.000145848506510446,0.250947222147808
"ENSG00000112306",-0.777036768083567,5.35536722819148,22.709804618569,0.000157694887842233,0.250947222147808
"ENSG00000102287",3.24396610260998,-0.281320267055579,19.0131218100133,0.000167107168477422,0.250947222147808
"ENSG00000184260",-1.66547577306261,0.707898972142565,20.0784277262345,0.000216170254882494,0.295594516409858
"ENSG00000158710",-1.02492766834356,1.53367558864106,19.6512489232949,0.000260545998723337,0.295594516409858
"ENSG00000188393",4.03464504370949,3.27336122651939,19.9393858708062,0.00027886425610048,0.295594516409858
"ENSG00000149089",-0.836881303351766,5.79265488001753,20.2358607381104,0.000282402184511827,0.295594516409858
"ENSG00000167468",-0.705067038119397,4.86086354071885,20.1445970917894,0.000289733907313344,0.295594516409858
"ENSG00000278971",-1.14100508592916,0.622627976374722,18.7180838394386,0.000316651289011088,0.295594516409858
"ENSG00000198488",1.17831912485616,0.567306285735267,18.5508906050237,0.000318832386833756,0.295594516409858
"ENSG00000285902",2.78075499371273,0.464694650296496,18.0109851712957,0.000323332548021974,0.295594516409858
