gene_ensembl,logFC,logCPM,F,PValue,FDR,gene_symbol
ENSG00000249550,-3.20438855060929,1.57418479111052,34.4392780910332,7.24279600239531e-06,0.143124891803334,LINC01234
ENSG00000270117,-2.16297421019628,0.177719084529026,19.5056859646437,0.0001323130964182,0.999856024251203,NONE
ENSG00000225718,-1.23703820623411,2.40342162928232,20.2560999076799,0.0002412261343237,0.999856024251203,LOC105375344
ENSG00000178878,2.23243058449592,5.04809134166415,18.3629197249804,0.0003930204216448,0.999856024251203,APOLD1
ENSG00000256259,-3.19266332205867,0.427017621683102,14.9951870008065,0.0005873537511735,0.999856024251203,LINC02425
ENSG00000231509,3.45702758796017,0.813303897509315,15.8415444062683,0.0006715493015572,0.999856024251203,NONE
ENSG00000286872,-1.79480620440177,1.38341165680788,15.2456265195405,0.0008697490419939,0.999856024251203,NONE
ENSG00000287683,1.65370955131547,3.47055621851296,15.4906512981279,0.000880588253675,0.999856024251203,NONE
ENSG00000187837,-1.27687262494455,2.22789094034452,15.2995359035013,0.0009204033772732,0.999856024251203,H1-2
ENSG00000188825,-0.946075640242204,4.22423171320261,15.0747828867534,0.0009898911991593,0.999856024251203,LINC00910
ENSG00000183054,-4.70942949837045,2.37412475144808,14.3560701614245,0.0010021677613258,0.999856024251203,RGPD6
ENSG00000234665,-1.44366001476633,3.82720873648021,14.7002533601103,0.0011082497221184,0.999856024251203,LERFS
ENSG00000285564,-1.59396060447677,0.775813868268009,13.7499810471084,0.0012010088785577,0.999856024251203,DKFZP451B082
ENSG00000237560,-2.49023690134797,0.289703738067255,12.6480641561939,0.0014153749402316,0.999856024251203,LINC01497
ENSG00000162687,1.39911395743291,4.36272178241783,13.450398374936,0.0016192669428349,0.999856024251203,KCNT2
ENSG00000003987,1.0747330909417,3.41935914766826,13.0780412235899,0.001825240875002,0.999856024251203,MTMR7
ENSG00000279641,-1.60765602080985,0.526894862654328,12.0716950749743,0.0020311479064806,0.999856024251203,NONE
ENSG00000087086,-1.07347488612706,7.41056336413915,12.6162909310292,0.0021055543244974,0.999856024251203,FTL
ENSG00000251574,-1.39030966879185,2.83697295766585,12.6289506297356,0.0021084315527366,0.999856024251203,LOC105379109
ENSG00000232112,-0.769971180927131,4.32280263011356,12.5519700291997,0.0021520639951234,0.999856024251203,TMA7
ENSG00000204979,-1.96550012048841,1.03363661734059,11.9604066705643,0.00230751527186,0.999856024251203,MS4A13
ENSG00000142583,-1.83671829406837,2.19980902084641,12.3107927146531,0.0023126083277982,0.999856024251203,SLC2A5
ENSG00000249436,2.03411978867462,1.41969725583855,11.9398062571046,0.0024055083587456,0.999856024251203,LNCBRM
ENSG00000014257,-3.03024261113444,1.56283438422772,11.778755113768,0.0024759079862408,0.999856024251203,ACP3
ENSG00000230648,-0.988401735462938,1.7252355884087,12.0756786038911,0.002476192014963,0.999856024251203,NONE
ENSG00000204434,-2.35762178341845,1.50300332139984,11.4741561077107,0.0028351211285547,0.999856024251203,POTEKP
ENSG00000224924,1.71054953336377,2.7333385117428,11.6452420413258,0.0029135667517001,0.999856024251203,LINC00320
ENSG00000149654,1.19664472896768,2.14906929867419,11.626959173937,0.0029257508874314,0.999856024251203,CDH22
ENSG00000163513,1.8943631915059,1.21153468931819,11.2635784061903,0.0030374388167556,0.999856024251203,TGFBR2
ENSG00000269893,-1.13477124355481,3.00110934642498,11.3243020753921,0.0032312401826632,0.999856024251203,SNHG8
ENSG00000259819,-3.21026745584676,1.13938429573132,11.846680100924,0.0032952045273865,0.999856024251203,NONE
ENSG00000213302,-1.57479752117421,0.88328848725375,10.7880223089322,0.0033869911654182,0.999856024251203,RPL31P37
ENSG00000231920,-1.37044175474958,1.13652370320512,10.7899834028223,0.0035856442188108,0.999856024251203,NEBL-AS1
ENSG00000224445,-3.29268209268085,2.35829017741497,10.6075504977712,0.0036880501412411,0.999856024251203,LINC01708
ENSG00000116132,0.800742226522782,7.45323119577027,10.8448559858589,0.003789678800463,0.999856024251203,PRRX1
ENSG00000285812,1.43203883477113,1.87493705681827,10.4508806527753,0.0043000911326354,0.999856024251203,NONE
ENSG00000011426,1.14843877639137,3.21956940151532,10.4023221680035,0.004435046165234,0.999856024251203,ANLN
ENSG00000254532,-1.89643180220257,4.58204867420459,10.3809691066779,0.004454306521157,0.999856024251203,ARL14EP-DT
ENSG00000136718,-0.912191572721997,2.05833550684545,10.3581141922996,0.0044838692407626,0.999856024251203,IMP4
ENSG00000160401,1.29794898670801,0.963299503200863,10.1126734981903,0.0044962157875554,0.999856024251203,CFAP157
ENSG00000138795,3.70779942392827,0.542033936425749,9.96652178197641,0.0045931822678639,0.999856024251203,LEF1
ENSG00000259699,1.49290540155924,2.2015988807293,10.2972904186972,0.0045944130772282,0.999856024251203,HMGB1P8
ENSG00000164610,-0.68183685459967,3.24543061162456,10.2750204896204,0.0046339293820478,0.999856024251203,RP9
ENSG00000225972,-2.037851051034,0.514622374405099,9.66229020981923,0.0047080313146537,0.999856024251203,MTND1P23
ENSG00000155749,-1.08883035490656,4.17561725741141,10.2063580685233,0.0047367850335363,0.999856024251203,FLACC1
ENSG00000137699,-1.21728671769496,3.50770995988589,9.9731478925527,0.0051516661174233,0.999856024251203,TRIM29
ENSG00000134259,-1.8911350579868,1.3413011619034,9.76099983370456,0.0052721476397098,0.999856024251203,NGF
ENSG00000162757,-1.47419849934115,0.4607528359439,9.43752608786346,0.0052832516467291,0.999856024251203,C1ORF74
ENSG00000110887,-1.58465705649906,0.860756036889922,9.58697963762441,0.005341726934465,0.999856024251203,DAO
ENSG00000268996,-1.32561901201305,0.760868485726144,9.58350158253872,0.0053513321646739,0.999856024251203,MAN1B1-DT
ENSG00000286355,-0.976051629782614,1.08497649682255,9.67644713225341,0.0053712092223646,0.999856024251203,NONE
ENSG00000230423,1.96705606574175,1.72216110697657,9.78269251154774,0.0053770504755168,0.999856024251203,LOC101929692
ENSG00000139405,-0.895231060105753,1.6264787315761,9.77327979208745,0.0054553123507811,0.999856024251203,RITA1
ENSG00000245498,-0.682487465830175,3.34486867267217,9.73081612814738,0.0056197379682769,0.999856024251203,MSANTD2-AS1
ENSG00000160606,-0.964355889712057,1.82459487479934,9.60756526491199,0.0057984729812782,0.999856024251203,TLCD1
ENSG00000109610,-1.17916347837427,2.61271113588498,9.64170523023795,0.005800740391357,0.999856024251203,SOD3
ENSG00000223923,1.81840274136748,1.19903784279461,9.45225926620697,0.0058274368355139,0.999856024251203,TNS1-AS1
ENSG00000122585,2.38676514080645,1.09940117881556,9.32678139098465,0.0058464213086678,0.999856024251203,NPY
ENSG00000242337,-0.571226638877718,5.25747486050663,9.56280973266759,0.0059520058649008,0.999856024251203,INHCAP
ENSG00000178235,1.34553171467389,0.962231254128028,9.26155032716075,0.0061995402947651,0.999856024251203,SLITRK1
ENSG00000114541,1.17879615315725,4.50452789991899,9.43470534368219,0.0062369754054254,0.999856024251203,FRMD4B
ENSG00000187902,1.24870177001235,1.27854146985969,9.27450320974478,0.0063777990293726,0.999856024251203,SHISA7
ENSG00000230666,-1.22664246489016,4.27534781323919,9.3594718392865,0.0064146098489607,0.999856024251203,CEACAM22P
ENSG00000164967,-0.900671883846945,1.94576702923176,9.30600643378047,0.0065147067898811,0.999856024251203,RPP25L
ENSG00000280399,1.7526130448749,1.41017245466014,9.17156699058775,0.0065788511312096,0.999856024251203,NONE
ENSG00000285736,-0.904660241892046,1.08951538621173,9.0823828740586,0.0066991218998221,0.999856024251203,NONE
ENSG00000111845,-0.622423698155621,3.68932913566117,9.14521697660884,0.006941606672875,0.999856024251203,PAK1IP1
ENSG00000286307,1.59868052862844,2.39600163617183,9.0539738067138,0.0071619674894496,0.999856024251203,NONE
ENSG00000232063,-1.77829287588853,1.17914824203632,8.87773553475322,0.0071812650936958,0.999856024251203,NONE
ENSG00000183397,1.14049454841128,0.977248202345845,8.8086059326351,0.0074303141804561,0.999856024251203,TEKTIP1
ENSG00000147889,1.72705483949212,1.48156064260733,8.7881978765975,0.0076772877166353,0.999856024251203,CDKN2A
ENSG00000213719,2.67608184034965,0.634859616633761,8.50057846625532,0.0076966929938288,0.999856024251203,CLIC1
ENSG00000232176,-0.876894872599367,1.30506421917405,8.69616073215617,0.0079942712104902,0.999856024251203,RPS6P10
ENSG00000268066,-1.64825733452864,0.450633301028733,8.31302682929838,0.0082918731852488,0.999856024251203,FMR1-AS1
ENSG00000159111,-0.788093376813565,2.24149844375844,8.66695056897234,0.0082969331274461,0.999856024251203,MRPL10
ENSG00000210112,-1.64978135261738,1.11125547808193,8.44339666161523,0.0084026110686309,0.999856024251203,MT-TM
ENSG00000227210,-1.38039037895687,1.12966371400211,8.50170084530742,0.0084224906051392,0.999856024251203,WDR35-DT
ENSG00000049167,-0.539489394071524,5.43335015825958,8.5697196824931,0.0085867362667575,0.999856024251203,ERCC8
ENSG00000182600,-1.02723821501856,4.91465674752141,8.560614753045,0.0086177540999338,0.999856024251203,SNORC
ENSG00000150556,-1.38643549446716,2.11052763981184,8.54274230893652,0.0086526356449782,0.999856024251203,LYPD6B
ENSG00000132702,0.970061885258394,3.04878779798723,8.5331959318895,0.0087374006015691,0.999856024251203,HAPLN2
ENSG00000247011,-1.28890363148871,0.779695518932234,8.29985212959282,0.0087687117986168,0.999856024251203,NONE
ENSG00000053371,-0.676255670159784,2.79679701131723,8.50658871484283,0.0088227558149317,0.999856024251203,AKR7A2
ENSG00000196132,1.50226424405575,1.0727306216998,8.34817338912223,0.008875599316882,0.999856024251203,MYT1
ENSG00000287876,1.51504227365043,3.68030514369495,8.48066922765579,0.008897215407488,0.999856024251203,NONE
ENSG00000099998,4.00762386306896,0.938155284115252,8.33568091743916,0.0089271608843417,0.999856024251203,GGT5
ENSG00000113361,1.48645989058966,1.40326229478789,8.40487920088454,0.0089333435082886,0.999856024251203,CDH6
ENSG00000257522,-1.36557519706161,3.87639308449622,8.42208763914928,0.0090950944814427,0.999856024251203,LOC102724934
ENSG00000198088,-1.22345408270028,1.24578348618379,8.31692691803538,0.0091682027382409,0.999856024251203,NUP62CL
ENSG00000118322,-0.946421190739663,6.46996104459173,8.27431386749809,0.0096051090366399,0.999856024251203,ATP10B
ENSG00000197061,-0.999557302788387,3.55178678817384,8.2215319662364,0.0098203075148332,0.999856024251203,H4C3
ENSG00000278002,-1.16024308935974,1.1872992325379,8.11598566748272,0.0098695810849237,0.999856024251203,NONE
ENSG00000197826,-1.0097438882229,3.06624395912949,8.17049393997525,0.0100218358326006,0.999856024251203,CFAP299
ENSG00000184260,-1.44299783573048,1.41332442850302,8.01667488032676,0.0102673761574914,0.999856024251203,H2AC20
