"gene","logFC","logCPM","F","PValue","FDR"
"ENSG00000152527",-2.0802692417455,3.749236877289,48.3700418718779,7.55186734143131e-07,0.00954055681493161
"ENSG00000246090",-2.85219546083535,2.08728524919901,44.3913644107609,8.74558329354809e-07,0.00954055681493161
"ENSG00000204434",-3.14035040133575,1.35982210341317,35.9401076505977,3.95245915422353e-06,0.028744917942283
"ENSG00000259819",-5.50320561134018,-0.648194498310986,24.4558261932883,0.000127845565699241,0.65567249030074
"ENSG00000140505",-5.60526750488609,0.102371169415366,20.2235238189449,0.000166566276904127,0.65567249030074
"ENSG00000070601",-0.935604931812426,4.91688238015337,21.0526179028992,0.000180311437428015,0.65567249030074
"ENSG00000259417",-1.42707254607891,5.8275622848067,19.6505968843098,0.000259099868392725,0.773620329927957
"ENSG00000152953",-1.19544326776742,3.92404498718838,19.1397976354418,0.000283663151499847,0.773620329927957
"ENSG00000164512",-1.51663564207581,5.8377954436657,18.1272217919065,0.000389769566385034,0.869396431049682
"ENSG00000006468",-1.79373220740947,4.47672697972264,17.9744364746183,0.000398476684870145,0.869396431049682
"ENSG00000250842",-1.3409851088132,6.06830868077094,16.9132894749434,0.000545915461961061,0.993875358631492
"ENSG00000132326",-1.08024268689368,3.47050521657293,16.3985926607982,0.000597174308348844,0.993875358631492
"ENSG00000237499",-2.59685143606035,0.531327241730843,15.8718073715666,0.000623725155451434,0.993875358631492
"ENSG00000162877",-3.04475794509218,2.17817313311573,14.8594796614526,0.000791587992702808,0.993875358631492
"ENSG00000004468",-1.71173536363323,0.661724653910068,14.5782059901146,0.000871210759590882,0.993875358631492
"ENSG00000138741",-1.14198097930945,5.09477023771485,15.226001078822,0.000891799315108832,0.993875358631492
"ENSG00000163864",-0.583064389063458,6.09428500010983,15.2039975965639,0.000897594165047558,0.993875358631492
"ENSG00000188825",-1.08086842972507,3.14000868433757,14.8018872664192,0.000928517782639435,0.993875358631492
"ENSG00000060709",-0.554899963316496,8.22748043083117,15.0741052900144,0.00093168006026733,0.993875358631492
"ENSG00000254532",-2.49389296333744,4.01349970312655,14.4887694511889,0.00104275899998831,0.993875358631492
"ENSG00000122012",-1.10381817587682,5.94431923913046,14.456538606955,0.0011259176042463,0.993875358631492
"ENSG00000158683",-0.751601231417125,6.29946370618703,14.3362812289216,0.00116707310913913,0.993875358631492
"ENSG00000241743",-1.11311745338922,4.65476288156808,14.274046914571,0.00118713045374795,0.993875358631492
"ENSG00000148082",-0.846071623771011,6.80807003622558,14.0468626640725,0.00127555610396335,0.993875358631492
"ENSG00000173905",-0.684099309328726,6.023708275491,13.8014779268683,0.00137835210374679,0.993875358631492
"ENSG00000164949",-1.66126382708981,0.470945787888701,13.1964847154585,0.00142288523109288,0.993875358631492
"ENSG00000171094",-0.803477291379881,8.35703785793816,13.5088551997798,0.00150890491738501,0.993875358631492
"ENSG00000101162",3.6142698231893,0.315311820672349,12.6605281424004,0.00166666947282653,0.993875358631492
"ENSG00000267198",1.68505972281078,2.96659044499747,13.0470487383305,0.00169584481268263,0.993875358631492
"ENSG00000112541",-0.581892638013791,8.85422009532769,13.1090110149611,0.00171362711196215,0.993875358631492
"ENSG00000154127",-0.70568929133601,7.82764768810162,13.044745661576,0.00174943520586718,0.993875358631492
"ENSG00000196562",-0.571111756455286,4.9504656642622,13.0094823770847,0.00177276151407975,0.993875358631492
"ENSG00000088926",-1.73804236458452,0.50657927763763,12.4763455574833,0.00178033934814459,0.993875358631492
"ENSG00000224445",-3.6053881284724,2.46321435106159,12.3865335626134,0.00182704978655045,0.993875358631492
"ENSG00000115661",2.09448114223176,0.559177487927055,11.859120687154,0.0020114087846913,0.993875358631492
"ENSG00000262801",-0.546907506910635,6.34026771310293,12.3775425757403,0.00217438885450284,0.993875358631492
"ENSG00000168243",-0.808723619055075,5.68851259888294,12.2662242720194,0.00225835779670214,0.993875358631492
"ENSG00000136404",0.708978720248656,4.73661903714968,12.1016931465068,0.00238554684470557,0.993875358631492
"ENSG00000126254",-0.918405825021818,1.96693807375031,11.6981022939466,0.00240071348947472,0.993875358631492
"ENSG00000156689",-0.915365582466529,4.6055528116359,11.9927888808242,0.00246536974519391,0.993875358631492
"ENSG00000159063",-0.619792350625178,4.2346361019008,11.9499707632362,0.00248899410713913,0.993875358631492
"ENSG00000170153",-0.664031129660972,7.58176571018079,11.9593266712727,0.00249576948762316,0.993875358631492
"ENSG00000198633",-0.968839729147176,2.89769344920499,11.7136386675008,0.00250401976457157,0.993875358631492
"ENSG00000166707",2.31016399472355,0.719299766966004,11.17052005577,0.00260133695113334,0.993875358631492
"ENSG00000103942",-0.599685904542706,5.94590348999751,11.7852031382357,0.00264882624663252,0.993875358631492
"ENSG00000082781",-0.972078241650964,4.66198962095116,11.7415251499147,0.0026828663856163,0.993875358631492
"ENSG00000144057",-0.997342284333188,5.71379149503912,11.6132494049823,0.00280824180128329,0.993875358631492
"ENSG00000232913",2.1542857113272,1.49089345035862,10.9651162943947,0.00283798129035869,0.993875358631492
"ENSG00000166111",-0.392815472982518,6.61341923637984,11.5602259527557,0.00285498112555674,0.993875358631492
"ENSG00000159685",-0.496785181595103,6.28374695843422,11.36361526571,0.00305311768915563,0.993875358631492
"ENSG00000227486",-0.687766111130469,5.19265105875219,11.3277780797494,0.00309487275663087,0.993875358631492
"ENSG00000253540",-1.36269012434031,2.38896771857327,10.9886643158887,0.00310045160932133,0.993875358631492
"ENSG00000133943",-0.476926888192404,5.84983776544035,11.2104594634665,0.00321955799207376,0.993875358631492
"ENSG00000020577",-0.462822522339339,7.2485302336711,11.1221603958925,0.00331458699697487,0.993875358631492
"ENSG00000142235",-0.501029387440297,6.1404875952651,11.0951049275968,0.00334841157695707,0.993875358631492
"ENSG00000257511",-1.16955845846732,0.963706432652636,10.6556942415329,0.0033534931873491,0.993875358631492
"ENSG00000174989",-0.413828511772942,5.69824058199957,11.0279196179874,0.00342892898108755,0.993875358631492
"ENSG00000256259",-2.56862492976064,-0.387055821388975,10.141033125813,0.0036034044933855,0.993875358631492
"ENSG00000233215",8.08596638547737,1.24280453294863,10.7930747629206,0.00360993428000931,0.993875358631492
"ENSG00000157404",-0.993029357710851,6.70814327368158,10.7827981845683,0.00372899970968809,0.993875358631492
"ENSG00000123600",-0.52638923168092,5.2729250582276,10.784799637816,0.00373246019172981,0.993875358631492
"ENSG00000179097",-1.15674740129085,7.01869691029028,10.7576722847348,0.00376119854687026,0.993875358631492
"ENSG00000008118",-0.857415596366153,4.05053292931547,10.6799335073912,0.00380865056618878,0.993875358631492
"ENSG00000223875",-2.05861459050089,-0.929948594867148,10.1699899168416,0.00398471677010855,0.993875358631492
"ENSG00000104327",1.40084037965588,3.87672556360323,10.4125007267253,0.00422720857967962,0.993875358631492
"ENSG00000188001",-0.79006672097681,4.2786717546437,10.29054422942,0.00441091794119305,0.993875358631492
"ENSG00000086991",-1.2384921473528,3.3288218415521,10.1417342436704,0.00449765025363165,0.993875358631492
"ENSG00000042980",1.5799305182554,1.7227782014255,9.88283217619667,0.00454445773184142,0.993875358631492
"ENSG00000251396",-0.685694375807929,3.45580355565667,10.0768631036511,0.00467469159053924,0.993875358631492
"ENSG00000112139",-1.01164365197704,3.37356123932839,10.0378742280067,0.00470183783259671,0.993875358631492
"ENSG00000176769",-0.868880553642101,5.01511898164269,10.1051025487068,0.00474287792753835,0.993875358631492
"ENSG00000275367",-1.00576631057782,2.88251845411543,9.92278341867584,0.0047618428108333,0.993875358631492
"ENSG00000178878",1.58774784312229,3.99932697635069,10.057520053824,0.0048236497152346,0.993875358631492
"ENSG00000162722",1.90640035916322,0.784596157257771,9.50432087195547,0.00485781653083705,0.993875358631492
"ENSG00000173295",-1.52767669830624,1.6541552076732,9.70600367626122,0.00489258731391843,0.993875358631492
