gene,logFC,logCPM,F,PValue,FDR,gene
ENSG00000246090,-2.04602638542615,2.4004984097361,39.5790221646205,5.22510990239987e-06,0.10451807323975,LOC100507053
ENSG00000204434,-2.8652730159438,1.22543372567184,34.7186659923757,8.08494088104812e-06,0.10451807323975,POTEKP
ENSG00000243629,-2.52873147503178,-0.684852270880692,17.7928633525532,0.0003293150444592,0.997191926712601,LINC00880
ENSG00000140505,-5.63176353272837,0.315848485918486,17.4486008547811,0.0004953148465441,0.997191926712601,CYP1A2
ENSG00000120875,-2.67745640261449,0.528540301123777,15.9585311496944,0.0005979322266478,0.997191926712601,DUSP4
ENSG00000256424,-2.00483959687264,0.167146857506944,15.5171875135804,0.0006977672156391,0.997191926712601,LINC02414
ENSG00000267772,3.11067286872176,-1.32225216905518,15.2955600471912,0.0007018296857191,0.997191926712601,LINC01999
ENSG00000173227,-0.697928328018327,4.83445350502219,16.0786339312947,0.0007798525722701,0.997191926712601,SYT12
ENSG00000153294,-2.56474539272068,-0.983998515463006,14.3702593213409,0.0009315763819698,0.997191926712601,ADGRF4
ENSG00000196182,-0.55806765294615,4.79423331130195,14.9863743682351,0.0010665468137544,0.997191926712601,STK40
ENSG00000132326,-1.2203062876177,3.72712398367463,14.9603911974589,0.0010781022773552,0.997191926712601,PER2
ENSG00000158683,-1.04006734152642,5.42487656064108,14.4963008212718,0.0012316109788228,0.997191926712601,PKD1L1
ENSG00000234118,3.42529772941056,1.09753439839962,13.4619664389825,0.0013628658320521,0.997191926712601,RPL13AP6
ENSG00000278416,-1.66020670757968,-0.198336198003495,13.355103736461,0.0013634344235027,0.997191926712601,PMS2P2
ENSG00000008118,-0.718385208921563,4.91186626144149,14.057304003112,0.0014047725301904,0.997191926712601,CAMK1G
ENSG00000183054,-5.05147587285506,1.63694762711874,13.2485631568753,0.0014469093164242,0.997191926712601,RGPD6
ENSG00000271943,-1.45377020021956,0.540118906255068,12.9474589885241,0.0016630287913716,0.997191926712601,TPM4P2
ENSG00000267607,-1.84259408937017,-1.3866141359469,12.6206602849598,0.0018013487782676,0.997191926712601,ICAM4-AS1
ENSG00000262966,-2.03770101207698,-1.13108902120215,12.5086330650959,0.0018862081429453,0.997191926712601,LOC101928266
ENSG00000188825,-1.03197302025333,2.81621545421132,13.0747324846498,0.001901852994013,0.997191926712601,LINC00910
ENSG00000198576,-1.17294959292023,1.24745686687343,12.550401419081,0.0021188300525811,0.997191926712601,ARC
ENSG00000168685,-2.11289312807587,-1.31601648418659,11.4571304271679,0.0024105507480806,0.997191926712601,IL7R
ENSG00000111271,-0.586825746012348,4.28375889866366,12.1694642333985,0.0025300425146163,0.997191926712601,ACAD10
ENSG00000091831,0.974402600305924,5.08459270980463,11.9120023600032,0.0027476819675056,0.997191926712601,ESR1
ENSG00000155269,-1.68744353905053,-0.401619432551501,10.9722214495091,0.0030893530137772,0.997191926712601,GPR78
ENSG00000172965,-0.756334702161296,5.95747230243121,11.5450141612698,0.0030982039099464,0.997191926712601,MIR4435-2HG
ENSG00000254532,-2.2875122152788,4.4228508246957,11.4503261775927,0.0032033891004412,0.997191926712601,ARL14EP-DT
ENSG00000235197,6.66615552892694,-1.30266769096116,10.7886737458479,0.0034666723322795,0.997191926712601,ZNF33CP
ENSG00000234169,-1.73477929680844,-0.172458421509544,10.5077345438759,0.0036712990963184,0.997191926712601,LINC01868
ENSG00000262152,2.94734170945054,-0.25861066244187,10.4090892833408,0.0037618071299856,0.997191926712601,GREP1
ENSG00000130816,-0.437041700567624,4.72522662555537,10.91536941497,0.0038243970859141,0.997191926712601,DNMT1
ENSG00000196620,-4.30947033646551,-0.677250112296874,10.6855939835237,0.0038668757456823,0.997191926712601,UGT2B15
ENSG00000204790,1.20340587523128,0.272266196478495,10.4056170925456,0.003965266724571,0.997191926712601,LOC728877
ENSG00000198873,-0.692023080867227,5.01431994344861,10.7108246826581,0.0040987945210905,0.997191926712601,GRK5
ENSG00000224308,2.46012282870068,-0.651817551858386,9.99159747680063,0.004245687500255,0.997191926712601,LINC01527
ENSG00000179242,-0.494295725950672,5.83814448552243,10.5432130708691,0.0043397509148859,0.997191926712601,CDH4
ENSG00000142235,-0.64501881975983,6.22060293690312,10.4004931367045,0.0045580282275549,0.997191926712601,LMTK3
ENSG00000152760,-0.648915722163725,2.90998361922097,10.1960997633309,0.0049058821075748,0.997191926712601,DYNLT5
ENSG00000260903,-0.55888615848305,3.35143830074275,10.1833116824818,0.0049265987694351,0.997191926712601,XKR7
ENSG00000242686,-0.702455749903263,1.51316949720402,10.1132207007197,0.0049269643114727,0.997191926712601,PDE6B-AS1
ENSG00000234493,2.50843314358334,-0.48885133810207,9.54205827836661,0.00500376843392,0.997191926712601,RHOXF1P1
ENSG00000181773,-1.87472131088357,-1.07140172846765,9.57721450893802,0.0051249185779785,0.997191926712601,GPR3
ENSG00000004468,-1.17569593528937,0.643089859711105,9.7905441997549,0.0051790298001135,0.997191926712601,CD38
ENSG00000101236,-0.427668377266942,6.76031198987717,10.0135057627669,0.0052146497995922,0.997191926712601,RNF24
ENSG00000286802,-1.28170915648686,1.02323867014271,9.75457718978908,0.0053172214877452,0.997191926712601,LOC105378842
ENSG00000133739,-0.77937084912248,2.86707299588669,9.87052654713261,0.0054982103371395,0.997191926712601,LRRCC1
ENSG00000088899,-0.51169516232038,6.08109998273601,9.80833338820609,0.0056055793293238,0.997191926712601,LZTS3
ENSG00000122786,-0.383957336087276,6.11123758969065,9.68396881184768,0.0058582902578399,0.997191926712601,CALD1
ENSG00000250343,1.39147711258139,0.256802681269757,9.19952463485061,0.0060049902648774,0.997191926712601,STK32A-AS1
ENSG00000180929,6.37269662243158,-1.48099912012447,9.25944181170139,0.0060162370437426,0.997191926712601,GPR62
