gene_ensembl,logFC,logCPM,F,PValue,FDR,gene_symbol
ENSG00000026508,-2.14942263781606,1.81757435542507,68.7870076062375,1.71151157449735e-08,0.0003734175953238,CD44
ENSG00000259520,-2.35626368391474,2.87437606215119,40.9617583657995,1.6886437090964e-06,0.0184214142225327,SLC28A2-AS1
ENSG00000225647,2.00926980631185,0.180834047890752,35.292211044974,3.166891070756e-06,0.0230317431272515,LOC105375448
ENSG00000225231,4.17310561700207,1.94768209655048,29.6947162581938,1.29163262029408e-05,0.0601938425123839,LINC02470
ENSG00000188393,4.43896876645443,0.348651164875784,26.5200931682583,1.3794537196898e-05,0.0601938425123839,CLEC2A
ENSG00000236130,-1.58517425551215,2.15509012869383,26.7950655181511,3.26664179821496e-05,0.11878598458909,PTCSC2
ENSG00000137860,-1.86463594729609,1.59902944670716,23.4800898752519,5.75408571779099e-05,0.170069134882712,SLC28A2
ENSG00000205628,3.29211399953153,0.674533103862267,22.8522790838684,6.2359202450348e-05,0.170069134882712,LINC01446
ENSG00000091704,6.77219012141387,2.6298432362264,22.0778086858708,7.21726833454106e-05,0.174962622803352,CPA1
ENSG00000236485,-1.37088051911292,2.58985998632143,20.784016596831,0.000163330743979,0.356355017213471,LINC01945
ENSG00000266667,-0.970576811679997,2.75675575026334,19.1447709741786,0.0002614320333575,0.476544630658792,NONE
ENSG00000288057,-2.43828947452608,0.302023420800495,20.0062247114388,0.0002800892420216,0.476544630658792,NONE
ENSG00000069206,1.34984053586408,1.90588291817177,18.7196982648899,0.0002968750347279,0.476544630658792,ADAM7
ENSG00000247627,6.53719455709147,0.746347222694132,18.7587781647991,0.0003057853528839,0.476544630658792,MTND4P12
ENSG00000150175,2.60149593222984,0.897930202146848,17.9152720465867,0.0003288312754338,0.478296051160978,FRMPD2B
ENSG00000245685,0.600427063039276,5.43166706437371,18.604734088016,0.0003746944004773,0.495513896241499,FRG1-DT
ENSG00000286251,-2.19877959917873,1.76916826677803,16.896533840714,0.0003860911282475,0.495513896241499,LOC105377411
ENSG00000184227,-1.09837106292202,0.844478723566769,16.8453899239498,0.0004324976129471,0.524235162182303,ACOT1
ENSG00000230379,1.26635543036715,0.338933576860706,16.0652789708034,0.0005161171531108,0.573713881414861,NONE
ENSG00000125409,-1.09208402291966,1.27268279381176,16.2064806075283,0.00052590877387,0.573713881414861,TEKT3
