gene_ensembl,logFC,logCPM,F,PValue,FDR,gene
ENSG00000204434,3.16007547477768,1.22543372567184,41.0940963248546,2.55705487783556e-06,0.0400289109964183,POTEKP
ENSG00000026508,-3.16160717021855,1.72391068045536,36.4275999524108,4.54964698143719e-06,0.0400289109964183,CD44
ENSG00000256259,6.20139123304203,-0.267948024810064,33.537801806739,5.24385358125586e-06,0.0400289109964183,LINC02425
ENSG00000246090,2.03290751035466,2.4004984097361,38.552457888948,6.19283094123664e-06,0.0400289109964183,LOC100507053
ENSG00000168685,2.76816873262153,-1.31601648418659,18.1691462975248,0.0002633635825617,0.870261560936707,IL7R
ENSG00000120907,2.13454439174754,3.28032502089168,18.1997605485005,0.0004395173291491,0.870261560936707,ADRA1A
ENSG00000091704,6.68700686166799,2.66773530609799,16.9784640999867,0.0004664611203452,0.870261560936707,CPA1
ENSG00000243629,2.32957447422006,-0.684852270880692,15.7059786956502,0.00062039569829,0.870261560936707,LINC00880
ENSG00000153294,2.63181902842072,-0.983998515463006,15.2578619599898,0.0006995973359208,0.870261560936707,ADGRF4
ENSG00000259520,-3.36593236246203,2.99785367987742,16.3368171767907,0.0007083962036414,0.870261560936707,SLC28A2-AS1
ENSG00000226383,1.78171049530471,3.1583356041797,16.3945202182805,0.0007165070248309,0.870261560936707,LINC01876
ENSG00000158683,1.13854069466168,5.42487656064108,16.1236271264305,0.0007696867387126,0.870261560936707,PKD1L1
ENSG00000240057,0.806227262810652,4.69757917879106,15.1136812919945,0.0010277380881759,0.870261560936707,NEPRO-AS1
ENSG00000172965,0.854311768919614,5.95747230243121,13.567780073984,0.0016291992501527,0.870261560936707,MIR4435-2HG
ENSG00000214425,0.803292034790214,4.17299092140028,12.7603966920341,0.0020959663761805,0.870261560936707,LRRC37A4P
ENSG00000273024,0.761635670010962,4.3715306807057,12.7503951861296,0.0021014932109466,0.870261560936707,INTS4P2
ENSG00000261235,0.946792443378818,3.50927745423817,12.6409374929746,0.0021800150367327,0.870261560936707,HSD17B2-AS1
ENSG00000267772,-2.80431107982998,-1.32225216905518,11.6158030513412,0.0024107069713778,0.870261560936707,LINC01999
ENSG00000237499,3.4560472082847,0.428374913933745,11.5804558942408,0.0024916899847334,0.870261560936707,WAKMAR2
ENSG00000169436,1.8526347769569,2.43524058913736,12.2084966052516,0.0024923964296365,0.870261560936707,COL22A1
ENSG00000180287,1.15123528723638,5.13346161419852,12.1757272592132,0.0025228317819567,0.870261560936707,PLD5
ENSG00000256581,1.37799321042438,0.655493596433555,11.8580908860149,0.0025457384117734,0.870261560936707,NLRP9P1
ENSG00000249825,-0.986942095932934,2.05337145104455,12.1209696554384,0.0025673647416937,0.870261560936707,THBS4-AS1
