"","logFC","logCPM","F","PValue","FDR"
"ENSG00000101654",2.0271845002538,6.63400879896481,15.3066706580069,0.000827119854607016,0.899496831192171
"ENSG00000233008",3.61500990639005,5.19516987864261,13.4403777817293,0.00120019282472445,0.899496831192171
"ENSG00000171502",-2.38122937271951,6.31966603336444,12.5859792566884,0.00186293378671252,0.899496831192171
"ENSG00000213639",-1.58519750856822,7.54483122257523,12.6312231967217,0.00196503474556201,0.899496831192171
"ENSG00000140948",-0.886676565729934,6.87707315246111,12.3682273056166,0.00213985390986094,0.899496831192171
"ENSG00000157514",1.84538589146536,7.4244059218741,11.9003857469886,0.00249897601909707,0.899496831192171
"ENSG00000124251",3.66221045982451,5.22560541781477,10.8962004803428,0.00304718869309479,0.899496831192171
"ENSG00000154548",3.44441585596191,5.014392699284,10.6823274043264,0.00321710186817963,0.899496831192171
"ENSG00000253582",4.08542831067835,5.8534492564695,10.7337488237619,0.00338981952352828,0.899496831192171
"ENSG00000059804",2.50111034736099,7.2400783260954,10.9195188441845,0.0033990618809379,0.899496831192171
"ENSG00000154122",1.31470999237242,8.39683334169015,10.9713716423639,0.00343391424664263,0.899496831192171
"ENSG00000183230",-1.14547090465416,8.70320316228804,10.7885967498893,0.0036568316994567,0.899496831192171
"ENSG00000206052",1.52154654071029,7.07305625889162,10.6916228190251,0.00379711946925464,0.899496831192171
"ENSG00000133112",1.17011459200306,6.75436227720026,10.581997846488,0.00394368693256237,0.899496831192171
"ENSG00000198700",1.16024387738382,6.58940336442594,10.5250232755035,0.00401954249147881,0.899496831192171
"ENSG00000143147",1.9664774575002,5.49788659938126,10.0898309507356,0.00423175477885622,0.899496831192171
"ENSG00000076067",1.02873694448499,6.93566647049592,10.3813942565023,0.00424326785135265,0.899496831192171
"ENSG00000250938",-1.60831724161651,6.29110149451628,10.3052537030241,0.00424562378164296,0.899496831192171
"ENSG00000142168",1.89800295600722,5.75431613714865,10.1214531447714,0.00431280420734311,0.899496831192171
"ENSG00000135506",1.61216458402704,5.83331036383798,10.0914708777146,0.00447107989981577,0.899496831192171
"ENSG00000215301",1.06883571102993,7.33510423467102,9.78277027154991,0.00526127326630975,0.899496831192171
"ENSG00000204219",-1.79042263273754,5.20787618267667,9.46379645460339,0.0052968004747779,0.899496831192171
"ENSG00000184371",1.90457791728282,6.26942202888334,9.64476618344811,0.00538612013801395,0.899496831192171
"ENSG00000233928",-1.77132894432863,5.62240890523574,9.33440836000802,0.00566624622503722,0.899496831192171
"ENSG00000105643",1.81112441428977,5.42872773593578,9.34655697569382,0.0056756803791429,0.899496831192171
"ENSG00000173065",1.1006195941011,7.35806165756955,9.50882038986979,0.00581642484505652,0.899496831192171
"ENSG00000186298",1.18364420153252,6.19256352672287,9.45630893805792,0.00586623213954671,0.899496831192171
"ENSG00000214517",1.52312619714959,6.55582968780846,9.40502713846134,0.00599489237394431,0.899496831192171
"ENSG00000125875",1.58148562497021,5.61204771567958,9.20316858359966,0.00610076315779127,0.899496831192171
"ENSG00000227695",3.57820983782423,5.45152600827243,9.06799150212289,0.00618625126848554,0.899496831192171
"ENSG00000178913",2.46238831789743,5.67453194727246,8.97730929319789,0.0064274289847225,0.899496831192171
"ENSG00000146676",1.68065675730495,5.72043279949295,8.96812235787994,0.00675700724785454,0.899496831192171
"ENSG00000082175",-1.09157267699458,5.74691808985019,8.94271405491816,0.00683136786752599,0.899496831192171
"ENSG00000173114",2.98970355479563,5.59903631956583,8.5699157073488,0.00731623384581297,0.899496831192171
"ENSG00000168939",-1.58918566919858,6.09664847114916,8.78095042449705,0.00739044681796941,0.899496831192171
"ENSG00000104824",1.91377369848404,5.87501677966582,8.7069936023057,0.00746850262968442,0.899496831192171
"ENSG00000141084",1.5156592498047,5.68696154359016,8.71599173864879,0.00749958737732104,0.899496831192171
"ENSG00000149591",-1.66690013470563,6.35912651472712,8.74139375696025,0.00765018114824611,0.899496831192171
"ENSG00000081019",1.23773384069375,6.10532500730476,8.59970778720123,0.00805905026864707,0.899496831192171
"ENSG00000168300",0.797244477169559,8.01417282282351,8.55242301470523,0.00831346702995048,0.899496831192171
"ENSG00000106415",1.87223344740038,6.11560249809196,8.42696601124643,0.00848045349291379,0.899496831192171
"ENSG00000171310",1.36435299902943,7.17883767028752,8.49794260015073,0.0084992896108284,0.899496831192171
"ENSG00000135823",2.00294049615913,5.7002057611228,8.31075349930673,0.00854153737037493,0.899496831192171
"ENSG00000047634",2.9823277659192,5.58830400980115,8.19689611732514,0.00857856145048509,0.899496831192171
"ENSG00000269289",-3.23648449583456,5.80033757692265,8.09009049894865,0.0087345593644659,0.899496831192171
"ENSG00000171444",1.3024247851911,8.7545889002626,8.3970873127922,0.00881574313681596,0.899496831192171
"ENSG00000175899",-1.08572144673971,7.47693074483657,8.35840833922877,0.00896532489334286,0.899496831192171
"ENSG00000067715",1.75369065589796,8.63546624737006,8.27085027957064,0.00926213148862852,0.899496831192171
"ENSG00000163512",1.2220787962074,6.21788156756638,8.16907930266151,0.00955315144833906,0.899496831192171
"ENSG00000113615",1.64527350884998,6.10408778478596,8.08898436916772,0.00969626245721914,0.899496831192171
"ENSG00000228010",2.73295830911406,5.55316904495739,7.85281497424815,0.00982349973438638,0.899496831192171
"ENSG00000091129",1.44513074874501,6.20354084648767,8.04825784681457,0.00998170498657171,0.899496831192171
"ENSG00000256947",2.25664778833635,7.25916103028042,7.99955209287324,0.0102696151272082,0.899496831192171
"ENSG00000164754",1.06242811827204,6.58493968612908,7.89722134033487,0.0107375557661792,0.899496831192171
"ENSG00000125779",1.12112959520653,6.76005171138573,7.8469634523227,0.010958011066046,0.899496831192171
"ENSG00000143919",1.30120872654698,8.10798067718494,7.82374683374683,0.011048738391384,0.899496831192171
"ENSG00000165973",3.37557947886849,5.06125795659859,7.64262412450704,0.0110701802610613,0.899496831192171
"ENSG00000162869",1.22493732465615,6.6992104819638,7.80145945815113,0.0111443573658286,0.899496831192171
