"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000259884",-0.0580808086666667,0.012360739875,-4.34970363780954,0.000629139262245573,0.93984988513129,-0.192121433310386
"ENSG00000260658",-4.59543629166667,3.8839277,-4.28461837985378,0.000714819236461084,0.93984988513129,-0.299560778620645
"ENSG00000277782",-0.0470256008333333,0.00995780775,-4.24008156634736,0.000780257646326708,0.93984988513129,-0.373383910902497
"ENSG00000165895",0.110248546,0.06419478275,4.12584907178134,0.00097759296320079,0.93984988513129,-0.563804425290842
"ENSG00000213186",-0.23540268,0.074614917125,-4.10521603789337,0.00101834583231364,0.93984988513129,-0.598355592514578
"ENSG00000123136",-0.287807750916667,0.18129000225,-4.01818263892275,0.00121024317222131,0.93984988513129,-0.74459220939574
"ENSG00000233271",-0.0465593447083333,0.0116615240625,-3.97718976565249,0.00131302062194328,0.93984988513129,-0.813733287040721
"ENSG00000269091",-0.228219674,0.0897112304375,-3.88125801943342,0.00158966433170409,0.93984988513129,-0.976143095105487
"ENSG00000196182",-1.1055093675,1.0275307775,-3.77013561620353,0.00198512535129087,0.93984988513129,-1.16521832714712
"ENSG00000171067",-0.244310172583333,0.1322400529375,-3.70407950744881,0.0022660599930144,0.93984988513129,-1.27802778496593
"ENSG00000269973",-0.24243149725,0.1107264115,-3.65573651650342,0.00249684984328047,0.93984988513129,-1.36075482733456
"ENSG00000186648",-0.218105176916667,0.10402573575,-3.6034037682449,0.00277352476227058,0.93984988513129,-1.45044807355847
"ENSG00000143390",0.0749071955416666,0.06814804875,3.5776312086334,0.00292093876362932,0.93984988513129,-1.49466638668376
"ENSG00000263690",-0.037878789,0.0071022729375,-3.53822778872587,0.00316171785269049,0.93984988513129,-1.56232307093981
"ENSG00000177822",-0.770792684583334,0.61595538625,-3.50908363133394,0.003352565457455,0.93984988513129,-1.61239957001886
"ENSG00000168685",-0.3349425865,0.099049476375,-3.47905075655258,0.00356135363794453,0.93984988513129,-1.66402966597004
"ENSG00000116147",-7.79613319166667,8.40392340625,-3.47820724273964,0.00356740256975569,0.93984988513129,-1.66548011287032
"ENSG00000248801",0.051027529625,0.0361452370625,3.46332505333318,0.00367583649907806,0.93984988513129,-1.69107328412176
"ENSG00000272249",-0.0371685617,0.00769963465,-3.4516086485323,0.00376352589018324,0.93984988513129,-1.71122569267053
"ENSG00000184385",-0.229949251166667,0.117851484625,-3.43338310730744,0.00390412043978957,0.93984988513129,-1.74257933893371
"ENSG00000250635",-0.0369245905,0.00782162025,-3.41807200199697,0.0040262940622538,0.93984988513129,-1.76892366232255
"ENSG00000286610",0.0644396439166667,0.0639712920625,3.40889340016849,0.00410136280778097,0.93984988513129,-1.78471803916628
"ENSG00000256422",-0.22928186125,0.0729134984375,-3.40576138034443,0.00412729805182823,0.93984988513129,-1.79010781589679
"ENSG00000175894",-0.220295152375,0.1073589010625,-3.39042875806814,0.00425665178153007,0.93984988513129,-1.81649477348084
"ENSG00000102128",-0.218893371708333,0.0444052114375,-3.38805161735289,0.00427706674584121,0.93984988513129,-1.82058597144425
"ENSG00000240677",-0.0369245905,0.009146537,-3.36792200286085,0.00445391516639488,0.93984988513129,-1.85523199771375
"ENSG00000173227",-0.841240426333334,0.699429491625,-3.35758480795474,0.00454755601337101,0.93984988513129,-1.87302475452741
"ENSG00000178053",-0.6216716,0.718711933125,-3.35546034009248,0.00456704328029995,0.93984988513129,-1.87668151726103
"ENSG00000120907",0.057139231875,0.0391830655625,3.3401191706285,0.00471026402134427,0.93984988513129,-1.90308795403285
"ENSG00000219149",-0.036458334375,0.008547794375,-3.30195705552924,0.00508629649038625,0.93984988513129,-1.96877423055802
"ENSG00000182199",0.0934578633333333,0.0868143445,3.27276122256285,0.00539407729799497,0.93984988513129,-2.01902083899479
"ENSG00000271420",-0.03671056475,0.008865630375,-3.26603308469198,0.00546759727990938,0.93984988513129,-2.03059871642971
"ENSG00000272324",-0.036458334375,0.009233993625,-3.23510000717177,0.00581866332433545,0.93984988513129,-2.08381957404002
"ENSG00000140937",-4.10463133333334,3.74337496875,-3.22716488864249,0.00591228067898146,0.93984988513129,-2.09746915822088
"ENSG00000176444",-0.344999754166667,0.44891948625,-3.19937781823489,0.00625207354185827,0.93984988513129,-2.14525542696602
"ENSG00000110090",-0.269521104583333,0.19424735375,-3.1972618807094,0.00627872984607458,0.93984988513129,-2.14889344572534
"ENSG00000204832",-0.223274484291667,0.0823185649375,-3.19111476233024,0.00635681273986334,0.93984988513129,-2.15946171593733
"ENSG00000261096",-0.200832183,0.07325323975,-3.18338765090248,0.00645633506898736,0.93984988513129,-2.17274475889894
"ENSG00000167604",-0.261200740583333,0.184096516,-3.16849752906853,0.00665249830357326,0.93984988513129,-2.1983358158779
"ENSG00000189127",-0.0352601647,0.009389127275,-3.15460109596635,0.00684090264216812,0.93984988513129,-2.22221221379484
"ENSG00000223353",-0.0602737384583333,0.024620658375,-3.1475263465277,0.00693884416737405,0.93984988513129,-2.23436508905164
"ENSG00000231918",-0.7620465275,0.7197452675,-3.14493998087372,0.00697499539621721,0.93984988513129,-2.2388074201078
"ENSG00000242779",0.2727274875,0.286314337,3.14435765182787,0.00698316069325425,0.93984988513129,-2.23980758992294
"ENSG00000118369",-0.564191133083334,0.388404442625,-3.12143510033442,0.00731221507005833,0.93984988513129,-2.27916677711273
"ENSG00000267780",-0.206362838125,0.056309123875,-3.11585014578362,0.00739468742030102,0.93984988513129,-2.28875298874014
"ENSG00000228427",-0.406073336666667,0.218698800625,-3.11260560924179,0.00744302146006601,0.93984988513129,-2.29432137277936
"ENSG00000269937",-0.196414431458333,0.0919161081875,-3.11220643551347,0.00744898954418867,0.93984988513129,-2.29500641471444
"ENSG00000214725",-0.0506505776666667,0.022925730375,-3.09692717951104,0.00768102743328102,0.93984988513129,-2.32122220581748
"ENSG00000132698",-0.035290110125,0.010302601875,-3.09581660395577,0.00769816936621167,0.93984988513129,-2.32312726089119
"ENSG00000287907",-0.851859889583334,1.02803776875,-3.09478638413745,0.00771410483693248,0.93984988513129,-2.32489442033845
"ENSG00000271943",-0.20356155425,0.054077155375,-3.08891216654393,0.00780559297501903,0.93984988513129,-2.33496957021119
"ENSG00000204291",0.159554294916667,0.1286781751875,3.0882936923345,0.00781528765067158,0.93984988513129,-2.33603024172994
"ENSG00000067066",0.0635172242916666,0.05084482875,3.08650497538064,0.00784339314334384,0.93984988513129,-2.33909774554166
"ENSG00000279613",-0.0348321132,0.0096997295875,-3.08351722271396,0.00789056179060793,0.93984988513129,-2.34422112452525
"ENSG00000283972",-0.034335911625,0.00960900575,-3.08336307090012,0.00789300303290066,0.93984988513129,-2.34448545029945
"ENSG00000231535",-0.0712904469583333,0.019805359,-3.08275057490649,0.00790271027602249,0.93984988513129,-2.3455356913333
"ENSG00000197119",-0.473630027583334,0.47886488975,-3.08168885364157,0.00791956511824954,0.93984988513129,-2.34735616744487
"ENSG00000021488",-0.236703641333333,0.16630669975,-3.07136527582637,0.00808531638818785,0.93984988513129,-2.36505427420602
"ENSG00000158683",-0.662150497166667,0.62411259225,-3.0707124720151,0.00809591207860573,0.93984988513129,-2.36617320411744
"ENSG00000259460",-0.224397518333333,0.1332885248125,-3.05092263794434,0.00842371665985786,0.93984988513129,-2.40008213013181
"ENSG00000149090",-0.202030154166667,0.1130453325,-3.04389917768822,0.00854317948823632,0.93984988513129,-2.41211090131979
"ENSG00000119938",-0.196704721416667,0.070472958875,-3.03632035309761,0.00867396507502154,0.93984988513129,-2.42508738995527
"ENSG00000147117",-0.205733046333333,0.1344908635,-3.01687901434125,0.00901856102715675,0.93984988513129,-2.45835793810678
"ENSG00000175202",-0.035504135875,0.0103007155,-3.01166466591371,0.00911325860607326,0.93984988513129,-2.46727709313302
"ENSG00000006062",-0.932614014583334,0.781422793125,-3.00277983057384,0.0092768787309553,0.93984988513129,-2.48247025386114
"ENSG00000136295",-0.388621219166667,0.54459729375,-2.97941982301561,0.00972100308188883,0.93984988513129,-2.52238871151615
"ENSG00000237649",-0.0389672145833333,0.01540849425,-2.96740310986612,0.00995755397837804,0.93984988513129,-2.54290710808937
"ENSG00000143493",-0.731347854666667,0.85736005725,-2.96136842783564,0.010078474592273,0.93984988513129,-2.55320692048092
"ENSG00000257585",0.378158517083333,0.379337538125,2.95893982766202,0.0101275444490129,0.93984988513129,-2.55735114641512
"ENSG00000189159",-0.418289355916667,0.477032900375,-2.95457704671613,0.0102162851611345,0.93984988513129,-2.56479468878777
"ENSG00000128973",-0.188723402708333,0.0971753459375,-2.94784383751814,0.0103547436229314,0.93984988513129,-2.57627941222928
"ENSG00000198003",0.101738027083333,0.087277812375,2.9370627856104,0.0105802892836282,0.93984988513129,-2.59466042900055
"ENSG00000198816",0.0940514342916667,0.07645284225,2.92201931617763,0.0109030902120769,0.93984988513129,-2.62029152700299
"ENSG00000248319",-0.202745010166667,0.111787598375,-2.91859995448464,0.010977800205282,0.93984988513129,-2.62611459243632
"ENSG00000170214",-1.1634569375,1.3127363125,-2.91691881803609,0.0110147155244395,0.93984988513129,-2.62897712053038
"ENSG00000215475",-0.713132884583334,0.615144915,-2.91475155428868,0.011062485275736,0.93984988513129,-2.63266700790391
"ENSG00000201518",-0.0327734117,0.0102445842125,-2.90996535245832,0.0111687016085195,0.93984988513129,-2.64081423043803
"ENSG00000165478",0.108803408375,0.068848470875,2.90565099742465,0.0112653035202168,0.93984988513129,-2.64815640993331
"ENSG00000177465",0.058265745,0.048752984625,2.90181721492983,0.0113518322949319,0.93984988513129,-2.65467926056853
"ENSG00000256925",-0.232035241875,0.1187725171875,-2.89915142840441,0.0114123830824061,0.93984988513129,-2.65921403269128
"ENSG00000144485",0.0472454087916667,0.042013392,2.89575864319754,0.0114899050539679,0.93984988513129,-2.66498450499515
"ENSG00000116128",-0.5572443025,0.7352385425,-2.88924134436443,0.011640269955083,0.93984988513129,-2.67606600126825
"ENSG00000228400",-0.202852795083333,0.14514031225,-2.87666511290929,0.011935893979983,0.93984988513129,-2.69743760864098
"ENSG00000250771",-0.185624091875,0.058828726375,-2.86551273646486,0.0122041899487699,0.93984988513129,-2.71637598280243
"ENSG00000141424",0.293137088666667,0.279156725375,2.86378839394639,0.0122461964689984,0.93984988513129,-2.71930300579608
"ENSG00000135821",0.42226966625,0.555546396875,2.86229441712687,0.0122827054486163,0.93984988513129,-2.72183873444953
"ENSG00000184640",-1.498327538,1.71776667475,-2.85606170441897,0.0124361693205809,0.93984988513129,-2.73241495108878
"ENSG00000286563",-0.192716592041667,0.040722111875,-2.85235011011637,0.012528446790159,0.93984988513129,-2.7387111205117
"ENSG00000169689",-0.201847338666667,0.113234856125,-2.849341703224,0.0126037327096896,0.93984988513129,-2.74381333476501
"ENSG00000260920",-0.189256188833333,0.10968475475,-2.84781360067835,0.0126421429919576,0.93984988513129,-2.74640459405615
"ENSG00000165806",0.0833901845833333,0.075925603375,2.84520821073796,0.0127078959794834,0.93984988513129,-2.75082205467744
"ENSG00000205978",0.036992648625,0.0200549391875,2.84255052367104,0.0127753132424281,0.93984988513129,-2.75532740954546
"ENSG00000260229",-0.0391894994583333,0.0164291155,-2.84225222763143,0.0127829018734035,0.93984988513129,-2.75583303677216
"ENSG00000148600",-0.187870443958333,0.0979693286875,-2.84082223454292,0.0128193420322414,0.93984988513129,-2.75825681089314
"ENSG00000220937",0.051584939875,0.0347438805,2.83994677995288,0.0128417011097235,0.93984988513129,-2.75974055406668
"ENSG00000187951",0.0837946780416666,0.0721961005625,2.83798482929829,0.0128919477636585,0.93984988513129,-2.76306540606575
"ENSG00000222014",-0.0407137947083333,0.0172077030625,-2.82894253709807,0.0131260198352044,0.93984988513129,-2.77838343042487
"ENSG00000145721",0.19752631125,0.14720504125,2.81029309117989,0.0136219684340892,0.93984988513129,-2.8099464046984
"ENSG00000105146",-0.188863655541667,0.051668893375,-2.80704379437316,0.0137102287015493,0.93984988513129,-2.81544140086645
"ENSG00000109667",-0.418596160833333,0.257479496375,-2.79471533374882,0.0140502068780622,0.93984988513129,-2.83627877660685
"ENSG00000010292",-0.52591476675,0.341276354125,-2.78527442574791,0.0143160995916834,0.93984988513129,-2.85222290073153
"ENSG00000165449",-0.233767648333333,0.1204937991875,-2.78056985677694,0.0144504227989341,0.93984988513129,-2.86016392639425
"ENSG00000286198",-0.279642636666667,0.23941920125,-2.7762010322287,0.0145762588793818,0.93984988513129,-2.86753569546527
"ENSG00000273424",-0.0329237162,0.0123667644,-2.77450095783887,0.0146255143551558,0.93984988513129,-2.87040366253383
"ENSG00000266289",0.062281447875,0.04483339425,2.77440575960705,0.0146282772769128,0.93984988513129,-2.87056424759459
"ENSG00000164078",-0.186090391041667,0.095623351375,-2.77233294324677,0.0146885624350006,0.93984988513129,-2.87406048394973
"ENSG00000287193",-0.0385193915833333,0.017304697125,-2.76362088149259,0.0149445968303045,0.93984988513129,-2.88874903288544
