"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000107242",0.7480555175,0.690373679375,4.09101178029677,0.00108929257814461,0.879651666563594,-0.64130698623599
"ENSG00000167637",0.653276515,0.61873092375,4.07522942819237,0.00112352092262194,0.879651666563594,-0.670139451264356
"ENSG00000133028",-0.513659021666667,0.3258964925,-4.06826459615235,0.0011389735048182,0.879651666563594,-0.682869676427827
"ENSG00000003402",-0.500472184166667,0.33700574,-3.9497804765539,0.00143776102033226,0.879651666563594,-0.899987384200241
"ENSG00000215105",-0.510810008333333,0.299781811875,-3.94124997227132,0.00146213791431225,0.879651666563594,-0.915656874421277
"ENSG00000132005",0.70781877,0.78042795375,3.87154448008908,0.00167777460999927,0.879651666563594,-1.04386580179643
"ENSG00000128951",0.7720331125,0.922872838125,3.70704456599906,0.00232401761349774,0.879651666563594,-1.34742141614963
"ENSG00000106351",-0.466901383333334,0.2926948175,-3.64430359938093,0.00263250405372978,0.879651666563594,-1.46347006482088
"ENSG00000117013",-0.4564279605,0.1570007138125,-3.63419491767664,0.00268594519637276,0.879651666563594,-1.48217735913598
"ENSG00000107105",1.55706092,1.5779576525,3.63285829027051,0.00269309305064225,0.879651666563594,-1.4846511189421
"ENSG00000137177",2.3519211075,2.255608829375,3.59746596789937,0.00288951104189623,0.879651666563594,-1.55016666227886
"ENSG00000204287",-0.448872276916667,0.09049359775,-3.49253513326992,0.00356099780576722,0.879651666563594,-1.74450162845794
"ENSG00000055950",-0.4211983175,0.2163590325,-3.43396772762893,0.00400197010412134,0.879651666563594,-1.8529793451805
"ENSG00000188906",2.19015944583333,2.25961984375,3.36441573700733,0.0045974150505907,0.879651666563594,-1.98175065963114
"ENSG00000233493",-0.436926681166667,0.1002791695,-3.35070700520193,0.00472486131126218,0.879651666563594,-2.00711997060969
"ENSG00000135677",0.71046266375,0.717479384375,3.34184630398695,0.00480911237580789,0.879651666563594,-2.02351493461871
"ENSG00000173349",-0.43067018975,0.1184016396875,-3.32465363065004,0.00497689892890314,0.879651666563594,-2.05532014950663
"ENSG00000120942",-0.50111924625,0.257165625,-3.3192609048018,0.00503072431350772,0.879651666563594,-2.06529444128014
"ENSG00000158796",-0.41974545875,0.224142864,-3.31545204935925,0.00506909125729011,0.879651666563594,-2.07233866730746
"ENSG00000154127",-0.429734940833334,0.27946072125,-3.29222664981359,0.00530945377592856,0.879651666563594,-2.1152816892554
"ENSG00000184897",-0.426222539583334,0.3360430125,-3.29210555554899,0.00531073637679225,0.879651666563594,-2.115505537452
"ENSG00000196510",-0.597494399583334,0.43730721375,-3.25575096090882,0.00571012377749554,0.879651666563594,-2.18268197823111
"ENSG00000164292",1.20053312375,1.12195552625,3.25194002285285,0.005753688139331,0.879651666563594,-2.18972058849087
"ENSG00000100029",-0.4175717375,0.18955033125,-3.2015402401632,0.00636197086520618,0.879651666563594,-2.28273934673805
"ENSG00000204580",-0.42060436075,0.1387700901875,-3.18830090189646,0.00653211288980599,0.879651666563594,-2.30715144226127
"ENSG00000126067",0.72509935625,0.761634946875,3.17700909170541,0.00668079850803588,0.879651666563594,-2.32796429403056
"ENSG00000112183",-0.7867431725,0.418736111875,-3.16364133676455,0.00686117477942358,0.879651666563594,-2.35259330007159
"ENSG00000237522",-0.419174613541667,0.1044101154625,-3.10209550805,0.00775605053788128,0.879651666563594,-2.46582953113833
"ENSG00000071575",-0.154504665916667,0.0591222466875,-3.09273902246712,0.00790187521010939,0.879651666563594,-2.4830195784079
"ENSG00000144747",0.890253817916667,0.937872295625,3.0870972302505,0.00799111440719234,0.879651666563594,-2.49338147890399
"ENSG00000119321",0.851263019166666,1.0110783375,3.08094622351425,0.00808954593196003,0.879651666563594,-2.5046756564594
"ENSG00000288545",-0.397880387916667,0.2387292259375,-3.07333398577017,0.00821302462601713,0.879651666563594,-2.51864851745478
"ENSG00000204574",-0.447278247083334,0.374074021875,-3.06081714408018,0.00842012992180584,0.879651666563594,-2.54161343101193
"ENSG00000272410",-0.415213793,0.1368252976875,-3.06048318194599,0.00842572591214153,0.879651666563594,-2.54222597215825
"ENSG00000120738",-0.440036204708333,0.1503705575,-3.02142597887131,0.00910619683887672,0.879651666563594,-2.61379339071097
"ENSG00000025772",-0.770661513333333,0.32842882625,-3.00994597666228,0.0093163373910252,0.879651666563594,-2.63480153892157
"ENSG00000111679",-0.13751291,0.0476940153125,-2.99788499639998,0.00954226964161623,0.879651666563594,-2.6568586912356
"ENSG00000196277",2.4906374625,2.462874305,2.99284183845273,0.00963833569491297,0.879651666563594,-2.66607722666419
"ENSG00000277987",-0.394887010333334,0.172760827125,-2.97595727637754,0.00996696065313671,0.879651666563594,-2.69692159230565
"ENSG00000080603",-0.132829375625,0.04150047275,-2.94605115454118,0.0105763371468198,0.879651666563594,-2.75147711142644
"ENSG00000154781",-0.522027930833334,0.5556556775,-2.94264052185552,0.010648121745097,0.879651666563594,-2.75769243911873
"ENSG00000258779",-0.395351038166667,0.1343122259375,-2.88816141088061,0.0118618605120656,0.879651666563594,-2.85678155820863
"ENSG00000257545",1.47436933791667,1.762474141875,2.87871175349869,0.0120857912838564,0.879651666563594,-2.87393085064868
"ENSG00000068366",1.35938064208333,1.606171960625,2.86815788801298,0.0123407916248808,0.879651666563594,-2.89307004529754
"ENSG00000183283",-0.442820520416667,0.413582964375,-2.85951729645852,0.012553484141436,0.879651666563594,-2.90872833885032
"ENSG00000175773",-0.757480130166667,0.199222621875,-2.84878462876602,0.0128226803804116,0.879651666563594,-2.92816350476502
