"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000004468",0.113079723888889,0.0236023631034483,7.33500797851257,6.50011465977456e-08,0.00222089417580517,8.2944646224964
"ENSG00000169715",0.0669092711111111,0.0168768077586207,6.2251085737348,1.12740797863548e-06,0.0154328967128852,5.55136841200037
"ENSG00000171747",0.061651149,0.0127758097241379,6.1552281740477,1.35507039361534e-06,0.0154328967128852,5.37415232120146
"ENSG00000074219",0.0697314333333333,0.0144427613103448,5.91301379987724,2.5719053279084e-06,0.0219685723346615,4.75659177976855
"ENSG00000206187",0.0639599747777778,0.0167377254137931,5.76454215565877,3.81797589918113e-06,0.0260897565094643,4.37577231058078
"ENSG00000268643",0.0206109394444444,0.00320722793103448,5.39887579887161,1.01632714104693e-05,0.0578747490469175,3.43214443975714
"ENSG00000223634",0.0573185416666667,0.00716444827586207,5.27992926153227,1.39951316806556e-05,0.06831023773328,3.12392340077283
"ENSG00000239454",0.0605337692222222,0.00841687189655172,5.14617804739169,2.00665218452296e-05,0.0791748804180936,2.776904722336
"ENSG00000258651",0.0594967322222222,0.00755625386206897,5.13187251326619,2.08556186894618e-05,0.0791748804180936,2.73977084610819
"ENSG00000254033",0.0639694315555556,0.0225340859655172,5.06139183548559,2.52220349573744e-05,0.0792151425848201,2.55679063128962
"ENSG00000274010",0.0650029746666667,0.0119756662758621,5.05728317232445,2.55031629476694e-05,0.0792151425848201,2.54612283490703
"ENSG00000270021",0.0594967322222222,0.00946621755172414,5.01123596453228,2.88770672728024e-05,0.0822202297924866,2.42656273809795
"ENSG00000172817",0.343816293888889,0.116690771724138,4.91478837169271,3.74631989660391e-05,0.0916665177514241,2.17616262164637
"ENSG00000138379",0.0681228958888889,0.0286390591034483,4.91382695394837,3.75605481464553e-05,0.0916665177514241,2.17366697082907
"ENSG00000287688",0.0573185416666667,0.00824973717241379,4.84100650124154,4.57193201496834e-05,0.104139467436949,1.98468081671119
"ENSG00000231738",0.0593323913333333,0.0177685366206897,4.78728322900314,5.28536260573147e-05,0.112865615093767,1.84532608827295
"ENSG00000142611",0.0626999887777778,0.0184854996551724,4.73774144783215,6.04140114167478e-05,0.115245702459546,1.71688890479128
"ENSG00000185710",0.0608163988888889,0.0147018794137931,4.73590441969611,6.0714216766817e-05,0.115245702459546,1.71212792426767
"ENSG00000283341",0.0613962144444445,0.0173923881724138,4.67977675698829,7.06401498934343e-05,0.127029579021525,1.56672313397554
"ENSG00000280422",0.0138529331111111,0.00217745179310345,4.62056006628672,8.28705764662964e-05,0.130462268292152,1.41345920559132
"ENSG00000181626",0.127546661666667,0.0326974782758621,4.61839762051345,8.33550777708373e-05,0.130462268292152,1.40786552260299
"ENSG00000256259",0.0792239785555556,0.0147526609655172,4.61552018093481,8.40041532012567e-05,0.130462268292152,1.40042270065293
"ENSG00000231964",0.0655503864444445,0.0203518742758621,4.5988734253201,8.78592563627493e-05,0.130516835310698,1.35737229715291
"ENSG00000260011",0.168538369333333,0.0668043367241379,4.51830145425856,0.000109156467873295,0.149547274540391,1.14922241303764
"ENSG00000257761",0.0138727126666667,0.002388186,4.48754852646478,0.000118576718182513,0.149547274540391,1.06988098933091
"ENSG00000258483",0.0550802674444444,0.0103799312758621,4.48580369312597,0.000119134789300857,0.149547274540391,1.06538128922022
"ENSG00000134765",0.0840970297777778,0.0232838155172414,4.45799501845086,0.000128389761096702,0.149547274540391,0.993695135374547
"ENSG00000165935",0.148200206444445,0.0532877664137931,4.45776315442791,0.000128469855792601,0.149547274540391,0.99309766119696
"ENSG00000049089",0.0739368051111111,0.0306458396206897,4.42957273062761,0.00013858706844062,0.149547274540391,0.920485540171398
"ENSG00000122870",1.46838552666667,0.830772489310345,4.39443966681757,0.000152309595047278,0.149547274540391,0.83007706667684
"ENSG00000235660",0.0138529331111111,0.00246009734482759,4.37476174993401,0.00016057613008895,0.149547274540391,0.779483675610267
"ENSG00000225206",1.63157387222222,0.849391419655172,4.37073822593697,0.000162320409114091,0.149547274540391,0.769142938585333
"ENSG00000238273",0.0629861121111111,0.0234704165517241,4.36891318269892,0.000163117785662566,0.149547274540391,0.764452909845602
"ENSG00000149564",0.0602424443333333,0.0190822354482759,4.36573132696484,0.000164517266983921,0.149547274540391,0.756276809707671
"ENSG00000075218",0.0516648952222222,0.01439597,4.3552186035129,0.000169226308751575,0.149547274540391,0.729269593185823
"ENSG00000260362",0.266643761,0.112579828827586,4.34879069014368,0.000172171207298107,0.149547274540391,0.71276107963349
"ENSG00000270726",0.0514705883333333,0.00553227106896552,4.34762514817745,0.000172710607541278,0.149547274540391,0.709768067392579
"ENSG00000254793",0.050856748,0.0111685874482759,4.32467690010301,0.000183678638603209,0.149547274540391,0.650864093259085
"ENSG00000267748",0.120708105333333,0.0588035395172414,4.32209823295509,0.000184953453882415,0.149547274540391,0.644248164110869
"ENSG00000282317",0.0514705883333333,0.00591541282758621,4.32020471749497,0.000185895130295306,0.149547274540391,0.639390484073288
"ENSG00000286000",0.0617689261111111,0.0184948386206897,4.30420478109033,0.000194044199883579,0.149547274540391,0.598357361636143
"ENSG00000261083",0.105113199222222,0.0230070375517241,4.29942754298092,0.000196545245041986,0.149547274540391,0.586110519677123
"ENSG00000253376",0.0534026271111111,0.010970999862069,4.29571309383721,0.00019851192778054,0.149547274540391,0.576589760517331
"ENSG00000123104",1.12358359733333,0.355866107034483,4.29501825379848,0.000198881981797098,0.149547274540391,0.574808918348743
"ENSG00000078579",0.0671700162222222,0.017778804137931,4.29288719266658,0.000200021197008617,0.149547274540391,0.569347405225326
"ENSG00000267166",0.0507298475555556,0.00555442868965517,4.28370719746478,0.00020500294617933,0.149547274540391,0.545825919519264
"ENSG00000213509",0.013704785,0.00250607434482759,4.27736320152262,0.000208517270916332,0.149547274540391,0.529575902059286
"ENSG00000215817",0.015651875,0.00261819596551724,4.2709604857109,0.000212124599855425,0.149547274540391,0.513179596792056
"ENSG00000251325",0.0505816994444445,0.00560040568965517,4.26685414713571,0.000214470584261983,0.149547274540391,0.502666136219903
"ENSG00000288016",1.82838324233333,0.424091312586207,4.25381328503148,0.00022209255379234,0.151764725708458,0.469289149223819
"ENSG00000232465",0.0505816994444445,0.00616210596551724,4.2360888162683,0.000232883343688303,0.153545231466568,0.423953520856469
"ENSG00000095970",0.0514705883333333,0.00699801824137931,4.23480294808925,0.000233686072416704,0.153545231466568,0.420665834501775
"ENSG00000173093",0.0557303503333333,0.0148838987241379,4.21982596945144,0.000243239774554505,0.156040815212633,0.382386185291141
"ENSG00000227073",0.0139935002222222,0.00234155496551724,4.20950645372804,0.000250046283540119,0.156040815212633,0.356024924713722
"ENSG00000262693",0.0514705883333333,0.00719863013793103,4.20780688261975,0.000251185203169573,0.156040815212633,0.351684501555694
"ENSG00000283428",0.0546631836666667,0.012392559,4.19876234472712,0.000257332972034741,0.157005279562696,0.328591733201819
"ENSG00000257253",0.0505816994444445,0.00688327606896552,4.17415099322108,0.00027482501568032,0.164621357386728,0.265800900568726
"ENSG00000287978",0.065487465,0.021673441,4.16490762731496,0.000281693755503213,0.164621357386728,0.242236687987188
