"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",13.3605501405997,0.298745791909523,0.333603100558602,0.89551263585167,0.370513114182618,1
"ENSG00000000005",2.0735675918489,0.0230603594260776,0.763116084969371,0.0302186782329495,0.975892652257707,1
"ENSG00000000419",653.511955556564,0.124584732190136,0.14538376687728,0.856937021691697,0.391479691029508,1
"ENSG00000000457",323.638886974275,-0.122976734653922,0.135274125769715,-0.909092806582042,0.363301139368545,1
"ENSG00000000460",313.922337401349,-0.534721619222073,0.219982053256793,-2.43075110585441,0.0150675611643316,1
"ENSG00000000938",5.80866303788669,0.28104410706242,0.465602624259807,0.603613666287235,0.54610052468503,1
"ENSG00000000971",15.5899809100492,0.614078060254186,0.414791142577314,1.4804512373109,0.138752864897108,1
"ENSG00000001036",131.678498853169,-0.0708165801133071,0.204523084225705,-0.346252259892366,0.72915314312204,1
"ENSG00000001084",332.457018566463,0.0407037830827,0.134317948197732,0.303040536494641,0.761858969491921,1
"ENSG00000001167",84.3689587227746,-0.0649594814938382,0.160795094167692,-0.403989200230775,0.686220660878165,1
"ENSG00000001460",280.170480023571,-0.0888265764071522,0.092347650059737,-0.961871540311994,0.336114136087315,1
"ENSG00000001461",530.79482611433,-0.0882407156615224,0.114432123738554,-0.771118395592552,0.440636757865153,1
"ENSG00000001497",734.936560701566,-0.315133151852968,0.198602075782463,-1.58675658656331,0.112567784805325,1
"ENSG00000001561",342.98223224785,-0.0228914477023313,0.152097239304738,-0.15050534649394,0.880365932893518,1
"ENSG00000001617",23.5744604716532,-0.255760890521637,0.253029796711331,-1.01079356599816,0.312115243194882,1
"ENSG00000001626",189.260122790892,-0.191621696227259,0.302529877998405,-0.633397591983523,0.526474037114761,1
"ENSG00000001629",3038.32887864828,0.0809015167852175,0.150948310939246,0.535955098018812,0.591989583555515,1
"ENSG00000001631",0.194907469758354,0.969021891933072,2.14001309654653,0.452811197042132,0.650684700174026,1
"ENSG00000002016",550.408169263053,0.0449592888487383,0.116036810939035,0.38745712231233,0.698417822155069,1
"ENSG00000002330",131.689789476482,0.155867581344713,0.216037887992348,0.721482619521967,0.470612630370773,1
"ENSG00000002549",122.011466663468,0.00181737351335841,0.178738085325589,0.0101678022904178,0.991887407321076,1
"ENSG00000002586",22.1952959290136,0.532831596959732,0.242323371568029,2.19884526000063,0.0278889270254949,1
"ENSG00000002587",233.865557602878,0.413525654537207,0.237354671849975,1.74222673315899,0.0814687779208607,1
"ENSG00000002726",2.09102226736521,-0.12581753150005,0.610849984920555,-0.205971244341462,0.836813373376714,1
"ENSG00000002745",2.15820315088314,0.29409923624713,0.629157992362926,0.467448939403253,0.640178715577409,1
"ENSG00000002746",11371.5929117459,0.107247186371209,0.175731169087792,0.610291201770988,0.541668924097589,1
"ENSG00000002834",351.292634899863,-0.0482467434234843,0.0847211630112882,-0.569476878133223,0.56903255766734,1
"ENSG00000002919",82.1112400480048,0.0534584123488256,0.161068211243859,0.33189921174383,0.739965365624246,1
"ENSG00000002933",0.969576524915691,0.974063698890886,0.930330183356233,1.04700859578358,0.295095613723985,1
"ENSG00000003056",326.791629680861,-0.431992316958346,0.19082837507036,-2.26377401578286,0.0235880174578749,1
