"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000101442",-0.189332950047619,0.064960451,-6.8752520028405,7.8393379165338e-06,0.267846658594211,3.39732494036168
"ENSG00000157111",-0.24752498547619,0.0885899015,-5.86095883271327,4.23002842701703e-05,0.549954973256315,1.64515125553325
"ENSG00000100678",-0.167581059571429,0.0444872670625,-5.78474852201019,4.82882582541325e-05,0.549954973256315,1.50787284371966
"ENSG00000136867",-0.127355224333333,0.039522434,-5.55858424145379,7.18664866321186e-05,0.585798243627415,1.09597598467986
"ENSG00000169515",-0.127071797761905,0.0360708224375,-5.45953909641761,8.57257358895154e-05,0.585798243627415,0.913506583350808
"ENSG00000183914",-0.122942363047619,0.0359300315625,-5.15423979720333,0.000148867038716141,0.764258703291547,0.343356398172234
"ENSG00000204219",-0.400030902380952,0.204889088125,-5.12664055453518,0.000156578304300665,0.764258703291547,0.291259983754901
"ENSG00000113108",-0.167075057761905,0.080076331375,-4.93496462815525,0.000222965298723487,0.820392991068033,-0.072957060048009
"ENSG00000068971",-0.325385927619048,0.146531860625,-4.89841763383154,0.000238636556867185,0.820392991068033,-0.142866054594548
"ENSG00000257433",-0.131690356619048,0.04086965225,-4.89510417874002,0.000240112679213286,0.820392991068033,-0.149211317060917
"ENSG00000157657",-0.668323414285714,0.460997496875,-4.7327553992254,0.000325352230782381,0.986221361100153,-0.461512614395102
"ENSG00000110446",-0.206479892904762,0.0652605338125,-4.63089450754907,0.000394309035287174,0.986221361100153,-0.658796667498501
"ENSG00000188158",-2.32086468619048,1.10033442375,-4.62312763315634,0.000400150965236018,0.986221361100153,-0.67387969875208
"ENSG00000167965",-0.125105505619048,0.042377434125,-4.60540117143197,0.000413821094268806,0.986221361100153,-0.708324657427153
"ENSG00000244486",-0.302663421904762,0.1945469203125,-4.50097991541685,0.000504735476843908,0.986221361100153,-0.911795939635494
"ENSG00000139343",-0.177690655333333,0.08773040025,-4.49276763262174,0.000512707223222032,0.986221361100153,-0.927837777828685
"ENSG00000246223",-0.525145395714286,0.1722729476875,-4.48679894659147,0.000518582379645726,0.986221361100153,-0.939500497536749
"ENSG00000140682",-0.123020091904762,0.0464360611875,-4.47242950297412,0.000533012753811271,0.986221361100153,-0.96759019761261
"ENSG00000164096",-0.207530288571429,0.0966587703125,-4.31755592250104,0.000717482563920441,0.986221361100153,-1.27136077273684
"ENSG00000158715",-0.120573522904762,0.0464135389375,-4.28762485990355,0.000760114400738734,0.986221361100153,-1.33026838932435
"ENSG00000178761",-0.241778012857143,0.123876117625,-4.28534807719636,0.000763461886144107,0.986221361100153,-1.33475181293757
"ENSG00000066136",0.318036153333333,0.3546952175,4.2467171287943,0.000822623572425461,0.986221361100153,-1.41087505790829
"ENSG00000196275",-0.223987992857143,0.1106851405625,-4.24144392584845,0.000831056460021286,0.986221361100153,-1.42127341413372
"ENSG00000248905",-0.423429719047619,0.3003874025,-4.22730119115832,0.000854113894317825,0.986221361100153,-1.44917032167719
"ENSG00000277954",-0.0719696966666667,0.01451472625,-4.17539178559609,0.000944514970787002,0.986221361100153,-1.55166534587741
"ENSG00000256771",-0.247631706666667,0.185547346875,-4.16275062618188,0.000967977714942463,0.986221361100153,-1.57664863055842
"ENSG00000148356",0.347566104285714,0.2637922375,4.16246603252548,0.000968512753092636,0.986221361100153,-1.5772111869668
