"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",7.61887441076415,0.407602298165565,0.488429940031684,0.834515382368094,0.40399062290296,0.99958267321059
"ENSG00000000005",1.27796076800996,-0.467611111370697,1.43053098265115,-0.326879401454201,0.743759101283656,0.99958267321059
"ENSG00000000419",210.721631136654,0.128788274729476,0.159212433489742,0.808908399341652,0.418567837220032,0.99958267321059
"ENSG00000000457",113.876739629989,0.209832047868393,0.171289701047631,1.225012634064,0.22057046032768,0.99958267321059
"ENSG00000000460",96.3036407971146,-0.35853628698744,0.295097874404457,-1.21497414276876,0.224375953511732,0.99958267321059
"ENSG00000000938",1.62446956868139,0.39413591151447,1.09234574529129,0.360816081550596,0.718236940177069,0.99958267321059
"ENSG00000000971",8.37594416880072,0.170730631009097,0.513487952841713,0.332491989469764,0.739517787467353,0.99958267321059
"ENSG00000001036",66.2580550053911,-0.107790019249197,0.27565354084969,-0.39103440832626,0.695771802541315,0.99958267321059
"ENSG00000001084",206.209544597232,-0.0777667255061923,0.165824634774277,-0.468969677587708,0.639091310213527,0.99958267321059
"ENSG00000001167",41.7106892689469,-0.209556584822832,0.241727871096701,-0.866911142153737,0.385990698081321,0.99958267321059
"ENSG00000001460",52.2068682171339,0.0353896384029682,0.252523799207347,0.140143774622644,0.888546394701908,0.99958267321059
"ENSG00000001461",213.484704600425,-0.37656849062085,0.22159055418529,-1.69938873073971,0.0892459638909981,0.99958267321059
"ENSG00000001497",254.807758117089,-0.284200025213069,0.29376957888907,-0.967424967172605,0.333331633814601,0.99958267321059
"ENSG00000001561",97.3681725625951,-0.12747697765824,0.184789950035258,-0.689848001116498,0.490289778882558,0.99958267321059
"ENSG00000001617",11.062771196614,-0.643627657678433,0.534034741547515,-1.20521682880283,0.22811960736666,0.99958267321059
"ENSG00000001626",71.3917202687259,-0.437101654484684,0.527878982177595,-0.828033828286859,0.407651342285587,0.99958267321059
"ENSG00000001629",1287.61645589136,-0.108373559757167,0.153132593073795,-0.707710602829939,0.47912499168414,0.99958267321059
"ENSG00000002016",230.010378269866,-0.0700510179368904,0.195918607335543,-0.357551632739592,0.720678879846567,0.99958267321059
"ENSG00000002330",47.624499591901,-0.114455600372351,0.353527222767259,-0.323753286879696,0.746124824570705,0.99958267321059
"ENSG00000002549",74.8554766406149,0.164850718308084,0.22634800037719,0.728306492804772,0.466425988672508,0.99958267321059
"ENSG00000002586",7.23649483219186,-0.179527990833354,0.623787086441872,-0.287803314200354,0.77349730029585,0.99958267321059
"ENSG00000002587",201.736273733454,0.300143753309975,0.246057926996084,1.21980932284596,0.222537166403256,0.99958267321059
"ENSG00000002726",0.533047744841009,-0.182020170409872,2.11696749074215,-0.0859815614580179,0.931481074762991,0.99958267321059
"ENSG00000002745",34.6264500831482,-0.149221833955092,0.468344054756005,-0.31861583901782,0.750017841162486,0.99958267321059
"ENSG00000002746",1509.73901627241,-0.316302451652758,0.251661788459435,-1.25685529610604,0.208806038624262,0.99958267321059
"ENSG00000002834",129.34020192483,-0.139689509337723,0.190518191235914,-0.733208248679773,0.463431425118279,0.99958267321059
"ENSG00000002919",28.3042353548787,-0.270054528040869,0.325915430789411,-0.82860307468953,0.407329047599862,0.99958267321059
"ENSG00000002933",1.71957278533467,1.31293412451302,1.1176317512893,1.17474662204113,0.240096101014097,0.99958267321059
"ENSG00000003056",140.8105289444,-0.265405891983019,0.289381790454993,-0.917147867409774,0.359065160703134,0.99958267321059
"ENSG00000003096",279.897659760533,-0.171133128647404,0.216821482356402,-0.789281240897074,0.429947648237136,0.99958267321059
"ENSG00000003137",2.09674000725147,1.64218063957279,0.976013027350139,1.68253967268376,0.0924642386556692,0.99958267321059
"ENSG00000003147",917.369561493124,-0.0602388142182227,0.1622446719177,-0.371283774722533,0.710426181570738,0.99958267321059
"ENSG00000003249",23.647162079257,-0.283041401763452,0.350309646552229,-0.807974900346491,0.419105031367853,0.99958267321059
"ENSG00000003393",432.42403444215,-0.054568223218982,0.125899209748951,-0.433427845399457,0.664703974864967,0.99958267321059
"ENSG00000003400",6.56451217304423,0.104482345192927,0.611903257731805,0.17074977763678,0.86442052063579,0.99958267321059
"ENSG00000003402",170.59824468632,0.422678152935255,0.253803789855548,1.66537368561684,0.0958382259602132,0.99958267321059
"ENSG00000003436",4.98174119055095,0.491828795227209,0.810983882476015,0.606459395624,0.544209737535373,0.99958267321059
"ENSG00000003509",228.254688370934,-0.159200834395253,0.149966103600713,-1.06157878729134,0.28842694796378,0.99958267321059
"ENSG00000003756",419.726286201175,-0.0218032176299362,0.146009581445903,-0.149327307249452,0.881295368768875,0.99958267321059
"ENSG00000003987",869.830651624368,0.0659438376220578,0.127491840305167,0.51723967168576,0.60498886156979,0.99958267321059
"ENSG00000003989",181.36152806565,0.471434501229948,0.235309101360612,2.0034690477504,0.0451269666479696,0.99958267321059
"ENSG00000004059",16.7976345640274,-0.482896830242289,0.523908148759388,-0.921720403444355,0.356674435075118,0.99958267321059
"ENSG00000004139",167.288051882513,0.0184532104104532,0.163788426633805,0.112664922605982,0.91029621183978,0.99958267321059
"ENSG00000004142",57.0568523543546,0.126451508860809,0.286794674631359,0.440913029585879,0.659275960500756,0.99958267321059
"ENSG00000004399",9.60037436194028,-0.0113985587356526,0.620490615464624,-0.0183702355064908,0.985343497059838,0.99958267321059
"ENSG00000004455",152.152675418844,-0.0663464784680198,0.227794488182103,-0.291255855211832,0.770855646953654,0.99958267321059
"ENSG00000004468",7.9783659698637,1.79208856690267,0.599324018428732,2.99018312598426,0.00278810240624206,0.99958267321059
"ENSG00000004478",84.5472620660721,-0.546739321573804,0.283314425226185,-1.92979697781824,0.0536319981157692,0.99958267321059
"ENSG00000004487",413.57858967437,-0.223877632612031,0.137104179330995,-1.63290159136249,0.102489695413766,0.99958267321059
"ENSG00000004534",1479.43083865007,0.0633768942165168,0.158884841737642,0.398885718256042,0.689977412926194,0.99958267321059
"ENSG00000004660",148.315337847506,0.101551113441103,0.209237416706725,0.485339166576696,0.627435776924206,0.99958267321059
"ENSG00000004700",56.2948847279987,-0.456435868185953,0.239143616879572,-1.90862659911933,0.056310278081916,0.99958267321059
"ENSG00000004766",676.673729806726,0.118294594219991,0.212401611909651,0.556938307371744,0.57756958050078,0.99958267321059
"ENSG00000004776",4.15147763051505,0.32763465519298,0.977242008912487,0.335264604064233,0.737425491993426,0.99958267321059
"ENSG00000004777",69.0010770066254,0.176055507690521,0.20925248002552,0.841354461696459,0.400149388701728,0.99958267321059
"ENSG00000004779",94.1138096389189,-0.292539472590972,0.23598476813254,-1.23965404591989,0.215103381210625,0.99958267321059
"ENSG00000004799",13.8194166306161,-0.218752865635599,0.685211376383358,-0.319248735755392,0.749537903124791,0.99958267321059
"ENSG00000004809",1.59650381026891,-0.0846054314604181,1.17239887829518,-0.0721643742814268,0.942471096431078,0.99958267321059
"ENSG00000004838",2.80148776669063,0.82242223968251,0.882246360504197,0.932191139006231,0.3512377539896,0.99958267321059
"ENSG00000004846",30.7591026521585,-0.367626844713518,0.62422217931689,-0.588935889967618,0.555904280823717,0.99958267321059
"ENSG00000004848",289.376422896217,0.196549112623976,0.197973129212285,0.992807020861997,0.320804007812697,0.99958267321059
"ENSG00000004864",340.691872141483,-0.0310480545441912,0.214489254988612,-0.144753426207013,0.884905555321802,0.99958267321059
"ENSG00000004866",624.39922161492,0.0376817130323033,0.160622744043535,0.234597617271998,0.814521059090185,0.99958267321059
"ENSG00000004897",598.29167576851,-0.0722505393678265,0.16819104481001,-0.429574234760485,0.667505382750644,0.99958267321059
"ENSG00000004939",2.58474393102239,1.24100341010225,0.84614018442052,1.46666407405311,0.142467460447891,0.99958267321059
"ENSG00000004948",9.24350953915028,-0.85452504064199,0.705781271961962,-1.21075051802741,0.22599103463096,0.99958267321059
"ENSG00000004961",23.5387630317087,0.2302318656906,0.3446300621657,0.66805508562948,0.504098430449826,0.99958267321059
"ENSG00000004975",47.9508190445762,0.309635605161824,0.248311424400407,1.24696479797293,0.212410405344677,0.99958267321059
"ENSG00000005007",103.36269287918,-0.0118075803825896,0.187754249658146,-0.0628884853689771,0.949855304039402,0.99958267321059
"ENSG00000005020",284.187880679319,0.0876764683962618,0.255913820861351,0.342601537115743,0.731898245533655,0.99958267321059
"ENSG00000005022",50.8019401492357,-0.548708957580751,0.407693218586641,-1.34588688887927,0.178338997797304,0.99958267321059
"ENSG00000005059",161.238652458723,0.188669804992151,0.32178721998377,0.586318515078589,0.55766149106386,0.99958267321059
"ENSG00000005075",25.6712435975165,-0.496428588818452,0.345636686317637,-1.43627285085773,0.150924716222687,0.99958267321059
"ENSG00000005100",39.0604487500039,-0.0311230771430274,0.339650743456133,-0.0916325894839297,0.926989957703886,0.99958267321059
"ENSG00000005102",8.71296350515057,-0.731147109034118,0.651467867381004,-1.12230724743714,0.261731825737255,0.99958267321059
"ENSG00000005108",4001.09236463092,0.447886700068867,0.223678365015739,2.00236933973186,0.0452450234800883,0.99958267321059
"ENSG00000005156",82.0926684228509,0.0617758912339192,0.202643286181893,0.304850421634344,0.760480077212324,0.99958267321059
"ENSG00000005175",156.021387664646,-0.312818841062701,0.180450928047473,-1.73353966337266,0.0829997940979542,0.99958267321059
"ENSG00000005187",50.827162397073,-0.736033382921197,0.598340174539524,-1.23012529367202,0.218650189640532,0.99958267321059
"ENSG00000005189",29.2565953581971,0.00805909552226193,0.29858761727137,0.0269907225085542,0.978467133702873,0.99958267321059
"ENSG00000005194",95.6413573394291,-0.0334845637105216,0.221435176282454,-0.151216099775448,0.879805250548422,0.99958267321059
"ENSG00000005206",162.257927438639,-0.0489520497459242,0.19181759635566,-0.255201038256987,0.798567829201023,0.99958267321059
"ENSG00000005238",31.0017212100721,-0.123021680912005,0.319367838152332,-0.385203725032971,0.700086483722776,0.99958267321059
"ENSG00000005243",1.30887817284966,1.9292721758387,1.34249414263482,1.43708051645741,0.150695116641425,0.99958267321059
"ENSG00000005249",521.756955610471,0.083131671389398,0.219127336520484,0.379376086568857,0.704408605808428,0.99958267321059
"ENSG00000005302",57.5352572164942,-0.371225970662745,0.283694501644767,-1.30854129533882,0.19068977753979,0.99958267321059
"ENSG00000005339",789.12120648334,0.164504458941817,0.163676937225326,1.00505582356634,0.31486997035266,0.99958267321059
"ENSG00000005379",242.952362671141,-0.255001158276092,0.223953369201718,-1.13863506133015,0.254855398316036,0.99958267321059
"ENSG00000005381",0.841851329989422,-0.191556484807992,1.38710520907018,-0.138098021372436,0.89016294951063,0.99958267321059
"ENSG00000005421",3.02414078783589,-0.699871955615367,1.02844498448984,-0.680514724822675,0.49617860149579,0.99958267321059
"ENSG00000005436",387.114530141317,-0.010727443748868,0.201886426642459,-0.0531360326064233,0.957623522124752,0.99958267321059
"ENSG00000005448",19.2514435255319,-0.111828392148553,0.444992765561702,-0.251303843125169,0.801579204104902,0.99958267321059
"ENSG00000005469",72.3951074441995,0.305419750452954,0.232596551474924,1.31308804243334,0.189153282658862,0.99958267321059
"ENSG00000005471",14.607655227007,-0.90283339676619,0.59342353065408,-1.52139804057159,0.128159980299413,0.99958267321059
"ENSG00000005483",1379.72982475279,-0.0368565094689488,0.107784824542319,-0.3419452564445,0.732392090503834,0.99958267321059
"ENSG00000005486",134.367324661476,0.300953268900225,0.220105012342993,1.36731674438765,0.17152604550277,0.99958267321059
"ENSG00000005513",18.9548766370546,0.316534380074231,0.591518254843609,0.535121912945729,0.592565558220518,0.99958267321059
"ENSG00000005700",651.86409750716,0.0407943771979443,0.144157468560627,0.282984833219291,0.777188463350401,0.99958267321059
"ENSG00000005801",154.947790080891,0.166714649907444,0.209987196484973,0.793927690345513,0.427237528370999,0.99958267321059
"ENSG00000005810",3294.72717296224,0.101235911317113,0.137232402631344,0.737696851297352,0.460698685941607,0.99958267321059
"ENSG00000005812",241.427013612096,-0.179652245076136,0.154678041646452,-1.16145926832179,0.245455178330975,0.99958267321059
"ENSG00000005844",19.3469177950704,-0.490915419959105,0.672242594277293,-0.730265270511269,0.465228052423813,0.99958267321059
"ENSG00000005882",69.3357757322713,-0.0474886352189095,0.230720171479081,-0.205827842942702,0.836925391314567,0.99958267321059
"ENSG00000005884",159.650467798172,0.0583575210459315,0.211942047761484,0.275346594327549,0.783049970264133,0.99958267321059
"ENSG00000005889",255.435081656835,0.120184504599766,0.17295567917808,0.694886141761328,0.487126658161391,0.99958267321059
"ENSG00000005893",321.701347142515,-0.272906044556266,0.186898841140762,-1.46018050668772,0.144240471259795,0.99958267321059
"ENSG00000005961",30.4539166101472,-0.252328178163746,0.369017397605416,-0.683783961951725,0.494111595441473,0.99958267321059
"ENSG00000005981",1.7015814422862,-0.322808367464235,1.202137629782,-0.268528627227794,0.78829244240588,0.99958267321059
"ENSG00000006007",76.846170684046,0.342129333231711,0.187529904456099,1.82439880308158,0.0680918028277352,0.99958267321059
"ENSG00000006015",116.459435136429,-0.32399021871982,0.357736246671822,-0.905667853716374,0.3651116822576,0.99958267321059
"ENSG00000006016",129.815021576455,-0.788056915816335,0.482437545965742,-1.63349001835834,0.102365978343066,0.99958267321059
"ENSG00000006025",37.8045009262104,0.434386891042569,0.283372036289007,1.53292080874044,0.125295368102623,0.99958267321059
"ENSG00000006042",9.65424705960643,-0.143643921662576,0.845834451639368,-0.169825101571792,0.865147685469264,0.99958267321059
"ENSG00000006047",0.598919314058441,1.50408586180479,1.7556317556388,0.856720583330708,0.391599324977651,0.99958267321059
"ENSG00000006062",139.915100140438,0.0875730371790119,0.251581335678064,0.348090357907451,0.72777232534705,0.99958267321059
"ENSG00000006071",340.594370616223,0.114578445465763,0.152117132544798,0.753225120332977,0.451314646499467,0.99958267321059
"ENSG00000006116",771.600839498292,0.498242920476051,0.231506821991359,2.152173815831,0.0313836670982171,0.99958267321059
"ENSG00000006118",94.008839357639,-0.0150893215074014,0.236274688704526,-0.0638634700573933,0.949078939546451,0.99958267321059
"ENSG00000006125",609.858456048606,0.00282771904991507,0.0935906525826774,0.0302136909176595,0.975896629743404,0.99958267321059
"ENSG00000006128",173.07544153702,-0.574418563517111,0.596999340816981,-0.962176210665545,0.335961096892684,0.99958267321059
"ENSG00000006194",58.8478764686443,0.307719646278774,0.211028427477459,1.45819049100218,0.144788044088622,0.99958267321059
"ENSG00000006210",121.625511106312,-0.14649500596682,0.227085075816007,-0.64511067246672,0.518855468155607,0.99958267321059
"ENSG00000006282",53.3450735922266,0.152805253259959,0.297706262467575,0.513275239806559,0.607758801417644,0.99958267321059
"ENSG00000006283",135.344714588331,-0.39534122956807,0.247270140792939,-1.59882316684214,0.109859899914668,0.99958267321059
"ENSG00000006327",0.999507879710007,-1.19967756741753,1.68360274009949,-0.712565701423503,0.476114541976568,0.99958267321059
"ENSG00000006377",50.8429356422518,-0.00798726165039095,0.287234224917617,-0.0278074858686559,0.977815695412932,0.99958267321059
"ENSG00000006432",353.042635009251,0.157592963783161,0.157881301113235,0.998173708171638,0.318195133231332,0.99958267321059
"ENSG00000006451",502.005226675237,0.263139618466051,0.207195908986242,1.27000392890732,0.204083230646174,0.99958267321059
"ENSG00000006453",21.4946227223833,-0.192913769068776,0.373872082585481,-0.51598869788484,0.605862302985895,0.99958267321059
"ENSG00000006459",283.606720189768,-0.301038718267,0.373471425653055,-0.806055557638984,0.42021081537432,0.99958267321059
"ENSG00000006468",132.552359347446,1.56461807185,0.481823266362468,3.24728625842856,0.0011651114021903,0.761697523627839
"ENSG00000006530",285.844609743794,0.0656958409539793,0.14718655996136,0.446344020617276,0.655348762660648,0.99958267321059
"ENSG00000006534",2.22403703513132,-1.38311569574598,1.17550764790321,-1.17661139696801,0.239350646753597,0.99958267321059
"ENSG00000006555",2.34804944133652,0.160721461239602,1.4321537518185,0.112223607999855,0.910646110929079,0.99958267321059
"ENSG00000006576",679.932738511742,-0.153333865377648,0.178476023008764,-0.859128653769467,0.390269540294161,0.99958267321059
"ENSG00000006606",1.39201370913332,-0.672454293493876,1.1648326687317,-0.577296904134791,0.563738904681165,0.99958267321059
"ENSG00000006607",264.642273450224,0.123544984323868,0.16681204967634,0.740623861187355,0.458921536122259,0.99958267321059
"ENSG00000006611",1.54256531509695,-0.506929708825837,1.21532926355448,-0.417113060655855,0.676595712228192,0.99958267321059
"ENSG00000006625",17.6914532118964,0.395618229811284,0.408063602242907,0.969501390559665,0.332295086749094,0.99958267321059
"ENSG00000006634",63.9393686874958,-0.206511003580338,0.312842485409204,-0.660111759789332,0.509182112645591,0.99958267321059
"ENSG00000006638",6.96754317354759,-0.853464569720799,0.744752416215162,-1.14597086379137,0.251807207897783,0.99958267321059
"ENSG00000006652",24.714221712927,-1.04882565383827,0.93798773479158,-1.11816563792416,0.263496257108719,0.99958267321059
"ENSG00000006695",289.667190035597,0.372118252950467,0.158390181053407,2.34937702877549,0.0188048545290442,0.99958267321059
"ENSG00000006704",607.957717638987,0.148702780289284,0.21028407543524,0.707151884808696,0.479472095553369,0.99958267321059
"ENSG00000006712",31.2872665963796,-0.334343177798579,0.369036712985792,-0.905988932899071,0.364941710230795,0.99958267321059
"ENSG00000006715",560.863843900418,0.043438900625795,0.144206473953163,0.301227118554356,0.763241311996702,0.99958267321059
"ENSG00000006740",1308.45024027174,0.165667628570102,0.135118313817365,1.22609307272758,0.22016365238809,0.99958267321059
"ENSG00000006744",59.5328127137844,0.172492421835235,0.226896352263757,0.760225627755883,0.447119728618632,0.99958267321059
"ENSG00000006747",4.02905319765694,0.0350688069150217,0.701255192740582,0.0500086235054731,0.960115516358189,0.99958267321059
"ENSG00000006756",16.884108594408,-0.691461975770447,0.717064526388586,-0.964295332322347,0.334897880392018,0.99958267321059
