"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",0.887617305568385,2.34219802367196,1.67181336577715,1.40099252202304,0.161216309301613,NA
"ENSG00000000419",34.0750040490905,0.154048478439906,0.298237284981662,0.516529911574865,0.605484353332299,0.906263852484516
"ENSG00000000457",34.4370710775657,-0.162311464745484,0.367694037509992,-0.441430777188148,0.658901165135867,0.923793947443243
"ENSG00000000460",52.7585992415575,-0.00824681798108485,0.337741354149343,-0.0244175546753989,0.980519545894079,0.994883232577431
"ENSG00000000938",17.2313727437806,-1.11166803033716,0.808643231415898,-1.37473237535258,0.169214430175181,NA
"ENSG00000000971",3.50426456736875,-1.09046806293679,0.913449334808221,-1.19379151243866,0.232559532583687,NA
"ENSG00000001036",23.8772156035897,-0.153466740598331,0.316324929029875,-0.485155378265607,0.627566131833317,NA
"ENSG00000001084",49.7535914211163,1.14574289921313,0.302723619462891,3.78478197785153,0.000153843387725226,0.0948290641938291
"ENSG00000001167",26.0426875614144,0.173300434167935,0.408158713176582,0.424590799052621,0.671135001509091,NA
"ENSG00000001460",9.302531163464,1.73692088093889,0.516335547462048,3.36393821706911,0.000768387424108784,NA
"ENSG00000001461",37.5873233580159,0.0850545881664308,0.392912621041842,0.216472018488236,0.828619834090172,0.965112528001829
"ENSG00000001497",22.4790702087373,-0.0450192941187543,0.321787181219322,-0.13990393883363,0.888735889160436,NA
"ENSG00000001561",17.4438870305294,-1.39428675089458,0.641810129012238,-2.17242871040446,0.0298233414145344,NA
"ENSG00000001617",0.570159593763783,0.208637529131346,1.72248942912545,0.121125578829982,0.903591569358235,NA
"ENSG00000001626",18.9688435562517,-0.702708990300208,0.562190313419234,-1.24994859129881,0.211318327441616,NA
"ENSG00000001629",176.150691478865,0.148985003014472,0.153063432859342,0.97335464278645,0.330377073387874,0.783780282111856
"ENSG00000002016",35.3280983565345,-0.148577719807596,0.288076755374879,-0.515757405050779,0.606023855576927,0.906263852484516
"ENSG00000002330",5.78910618283076,0.163157474698033,0.575137604856339,0.283684240641484,0.77665237293328,NA
"ENSG00000002549",108.109689692452,-0.495730229944986,0.626958738529009,-0.790690358839378,0.429124703501076,0.84391724245883
"ENSG00000002586",71.0515165289403,0.0293715704198447,0.227901759490281,0.128878208248748,0.897454020147349,0.980081969056854
"ENSG00000002587",30.2495097958459,-0.253862324373242,0.58252637603523,-0.435795415996561,0.662985170026329,0.924997869633837
"ENSG00000002726",1.97893335646791,-1.23820768863857,1.27988965790899,-0.967433154090395,0.33332754282604,NA
"ENSG00000002745",0.60182487643495,1.43856751839399,1.38030222531371,1.04221198228311,0.29731340893678,NA
"ENSG00000002746",22.5478701145637,-0.59683876199072,0.574367949184162,-1.03912267883066,0.298747684775014,NA
"ENSG00000002834",56.4257861642169,0.65425524688232,0.214216529845581,3.05417722597758,0.00225678717694435,0.232379394113403
"ENSG00000002919",15.3174816032872,-0.0074000897768937,0.446567672698896,-0.016571037782852,0.986778829886679,NA
"ENSG00000002933",4.970005273001,0.226079821419247,0.859225261079903,0.263120547846909,0.792457666907897,NA
"ENSG00000003056",48.7013077534888,0.20799931642466,0.219604878905311,0.947152528948802,0.343561060978083,0.792953360949643
"ENSG00000003096",6.73703504070087,-1.10880626355938,0.775283722227741,-1.43019417507345,0.152661296797114,NA
"ENSG00000003147",67.586743694868,-0.202682222527067,0.321404477818245,-0.630614184042838,0.52829282228096,0.883993940656752
"ENSG00000003249",1.17079108205008,0.39279993293221,1.38254672417058,0.284113314989668,0.776323543363361,NA
"ENSG00000003393",35.26552014219,0.153944687301128,0.291063581920959,0.528903981340178,0.596872059974579,0.906148339103896
"ENSG00000003400",51.3126982624567,0.292756629039051,0.248171870773869,1.17965274680871,0.238138354913406,0.737260080204036
"ENSG00000003402",219.388373699839,-0.164363646934727,0.211988369612157,-0.77534275694199,0.438137150474476,0.846335511228318
"ENSG00000003436",1.39152933398758,-2.11428385038622,1.47243038106925,-1.43591430710012,0.151026726848178,NA
"ENSG00000003509",26.7415937036092,0.22592641087177,0.288115250033735,0.784152907023549,0.432950394160966,0.845122334833079
"ENSG00000003756",107.416034751048,-0.211044335506243,0.207811659328759,-1.01555579791782,0.309840962888821,0.777914802631654
"ENSG00000003987",11.8333393123618,-0.83448606485991,0.621997923809574,-1.34162194585619,0.179718606779183,NA
"ENSG00000003989",2.8728793008271,0.3937055777155,0.762943369150808,0.516035126111277,0.605829876287654,NA
"ENSG00000004059",4.39822026914521,-0.200936994152657,0.801429908906455,-0.250723103692042,0.802028196939277,NA
"ENSG00000004139",19.1147270464549,0.100698609243561,0.38910100416132,0.258798122252628,0.795791006758362,NA
"ENSG00000004142",7.53814257928987,0.0801853233405818,0.478218005528979,0.16767524939151,0.866838768610847,NA
"ENSG00000004399",75.5612295335803,-0.116702909245547,0.343856679466416,-0.339394044712588,0.734312904279064,0.95016216472058
"ENSG00000004455",42.0529473523559,-0.191300370442574,0.266323357922194,-0.718301135638515,0.472571630107254,0.86410212266241
"ENSG00000004468",3.90280208412997,-0.447115970108472,1.01832396701912,-0.439070457525703,0.660610484429271,NA
"ENSG00000004478",13.9440597198575,0.291897385862817,0.511900395178725,0.570223013328411,0.568526449223637,NA
"ENSG00000004487",55.449779626773,-0.463995548760072,0.286763992756285,-1.61803978351778,0.105654024241692,0.628294801340251
"ENSG00000004534",373.651805694824,0.0531766521435041,0.141479783340161,0.375860429582727,0.707020659712953,0.939489540397695
"ENSG00000004660",29.3821577943228,0.279702429100035,0.322475137276078,0.867361221899644,0.385744121937328,0.822092210873507
"ENSG00000004700",38.1378695807183,0.221354585716516,0.314527750466415,0.703768063035037,0.481577225701459,0.867864834487694
"ENSG00000004766",134.385810733703,0.0292358870617156,0.213077901182387,0.137207504389161,0.890866779368326,0.977142944177126
"ENSG00000004777",7.83088816588814,0.0651316232077746,0.577322523852504,0.112816702132368,0.910175876495067,NA
"ENSG00000004779",14.9563770828602,0.233884924235142,0.398389814582964,0.587075561858865,0.557152959659359,NA
"ENSG00000004799",86.062629442513,-0.232059355450072,0.936141643692535,-0.247889149055193,0.804220175735046,0.962931694859491
"ENSG00000004809",0.941752741673819,1.69451307660978,1.63995068180472,1.03327075345035,0.301477209954612,NA
"ENSG00000004838",2.17856657424514,0.788400028932824,0.998436396021897,0.789634704898652,0.42974113420842,NA
"ENSG00000004846",1.77235543651229,-1.01422491237503,1.30884289881284,-0.774901948350684,0.438397600775831,NA
"ENSG00000004848",2.07631685042616,-1.99704570370275,1.45523591303441,-1.37231749561387,0.169964621486523,NA
"ENSG00000004864",196.639370452218,0.21107670768369,0.169568971313712,1.24478379533946,0.213211234270838,0.718554350369352
"ENSG00000004866",17.983677795093,-0.479782487828705,0.503597136598678,-0.952710913070677,0.340736562483369,NA
"ENSG00000004897",127.725552071671,0.0290902958033053,0.193462140182649,0.150366866487887,0.880475180736519,0.97676451778397
"ENSG00000004939",1.78718510878939,0.341925667447336,1.16772017623857,0.292814729423224,0.769663769030265,NA
"ENSG00000004948",28.0052814194994,-0.457139115203925,0.867190742796377,-0.527149440882887,0.598089815493745,0.906263852484516
"ENSG00000004961",3.63086272287571,-0.564303146214696,0.77119524752096,-0.731725393833368,0.464336193737612,NA
"ENSG00000004975",9.31643463996543,0.489545001352748,0.468783896851709,1.04428715371937,0.296352554543376,NA
"ENSG00000005007",41.9845042263536,0.186435368586103,0.263042195156458,0.708766015563437,0.478469690430641,0.867864834487694
"ENSG00000005020",617.322026145509,0.310809666332403,0.183511346131988,1.69368092427843,0.0903259312083473,0.606502222187639
"ENSG00000005022",10.0933585793543,-0.547170927827912,0.58440158216347,-0.936292687302916,0.349122512220037,NA
"ENSG00000005059",54.3334104779457,0.0181787180984933,0.491905729688016,0.0369556949662346,0.970520331884099,0.99258127189872
"ENSG00000005075",6.83141005244677,0.0210954085369213,0.519339833605037,0.0406196620630578,0.967599109032288,NA
"ENSG00000005100",6.47195503666808,-0.36593074814404,0.601497622478263,-0.608366075723373,0.542944706067243,NA
"ENSG00000005102",0.428621120666868,-0.581274354830729,1.93570979828062,-0.300290030740684,0.76395593686816,NA
"ENSG00000005108",16.6872707653193,-0.467723096219816,0.609504956158065,-0.7673819408591,0.442854462535727,NA
"ENSG00000005156",10.5852830619135,-0.503333018150095,0.508068128916908,-0.990680165715358,0.321841779077033,NA
"ENSG00000005175",39.7580456641473,-0.29511125146829,0.288960007194956,-1.02128752810137,0.307118233597061,0.777914802631654
"ENSG00000005187",15.6611719825068,-0.801284605583212,0.751519085108778,-1.06621990240904,0.286324247356112,NA
"ENSG00000005189",2.11241962471071,0.240107417778775,0.912305187753694,0.263187605421794,0.792405983583179,NA
"ENSG00000005194",13.4852301463916,-0.196142304500053,0.441759922512883,-0.44400203482545,0.657041112753207,NA
"ENSG00000005206",19.7990636380578,-0.304102051508289,0.396505837970056,-0.766954789531381,0.443108396269382,NA
"ENSG00000005238",13.2787443665766,0.203013174590497,0.407489706375228,0.498204424343316,0.618339964348111,NA
