"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",7.61887441076415,0.154990695107656,0.326459274781867,0.47476272564539,0.634956103608462,1
"ENSG00000000005",1.27796076800996,0.667042328939453,0.948189685744452,0.703490386963805,0.481750195469065,1
"ENSG00000000419",210.721631136654,0.127516864954687,0.115787746792818,1.101298440351,0.270766789760885,1
"ENSG00000000457",113.876739629989,-0.064582653763848,0.123974276960926,-0.5209359178937,0.602411413141213,1
"ENSG00000000460",96.3036407971146,-0.260584959803966,0.216596561077175,-1.20308909111035,0.228941846389477,1
"ENSG00000000938",1.62446956868139,0.150967584812366,0.743811996114585,0.202964708287804,0.839162616763219,1
"ENSG00000000971",8.37594416880072,0.0678460357552526,0.374329128776586,0.18124701109153,0.856173696089362,1
"ENSG00000001036",66.2580550053911,-0.107244529581537,0.207116463346465,-0.517798188752083,0.604599082187845,1
"ENSG00000001084",206.209544597232,0.0778149359383374,0.118700078824025,0.655559260863671,0.512107745081775,1
"ENSG00000001167",41.7106892689469,-0.0330837963042488,0.152037559749922,-0.217602784197974,0.827738614997593,1
"ENSG00000001460",52.2068682171339,-0.102280572265338,0.174001993191236,-0.587812647369661,0.556658053951391,1
"ENSG00000001461",213.484704600425,-0.159343237904748,0.160498471906669,-0.992802211832941,0.320806351846631,1
"ENSG00000001497",254.807758117089,-0.284645979434334,0.215925941956285,-1.31825743982148,0.187417483005072,1
"ENSG00000001561",97.3681725625951,-0.00856063250221949,0.141887028905984,-0.0603341444825932,0.951889508104807,1
"ENSG00000001617",11.062771196614,-0.216431592595742,0.348682631696341,-0.620712283668396,0.534788945790771,1
"ENSG00000001626",71.3917202687259,-0.30060119464323,0.379952739935358,-0.79115417010645,0.428854031611638,1
"ENSG00000001629",1287.61645589136,0.0101821563688597,0.114399688374649,0.089005105813873,0.929077852374556,1
"ENSG00000001631",0.14962691174913,1.30491216400873,2.56869923095888,0.508005043284734,0.611449806375518,1
"ENSG00000002016",230.010378269866,-0.073531844407186,0.147743354301433,-0.497699844130808,0.618695617974134,1
