"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",5.27088770965829,-0.16645447839762,0.547758708217839,-0.303882851884159,0.761217142594866,1
"ENSG00000000005",0.0824419766364512,0.30170632129839,3.36866433605939,0.0895625954978115,0.928634809374674,1
"ENSG00000000419",262.125064222624,0.00702341172009746,0.112131987659084,0.0626352200359705,0.950056982934799,1
"ENSG00000000457",169.982053850542,-0.045776574955522,0.160868127336056,-0.284559631006919,0.775981542834049,1
"ENSG00000000460",212.122915542193,0.0735138480405225,0.184951511878758,0.397476329302532,0.691016238436539,1
"ENSG00000000938",2.0821225245885,0.617394565873792,0.693662742728408,0.89005006012774,0.373439006647089,1
"ENSG00000000971",12.0242156802586,0.337616035246246,0.37126604952288,0.909364149186607,0.363157939307583,1
"ENSG00000001036",105.325213017895,-0.417493869478023,0.224801523683026,-1.85716654690783,0.0632874628156093,1
"ENSG00000001084",695.763316756845,0.101476109623938,0.178096782237049,0.569780702095292,0.568826445890628,1
"ENSG00000001167",158.814308434156,0.171252445017678,0.206030680171893,0.831198755810544,0.405861357576771,1
"ENSG00000001460",179.241510631076,-0.0517661936277103,0.167336013122137,-0.309354768658954,0.757051673318856,1
"ENSG00000001461",942.807384013632,0.0766612259379377,0.109681153693909,0.698946203208974,0.484585651497806,1
"ENSG00000001497",372.875452319956,-0.1848780570586,0.222358216002473,-0.83144243726323,0.405723733824334,1
"ENSG00000001561",584.285955967262,-0.105816106123297,0.172913397428048,-0.611960135520026,0.540564133036513,1
"ENSG00000001617",3.77709030050142,-0.64604698563942,0.724021896630067,-0.89230310387907,0.372230491041732,1
"ENSG00000001626",706.802152458423,-0.672224400260068,0.331444271764435,-2.0281671989125,0.0425431863878112,1
"ENSG00000001629",3829.39108928414,0.00853408300704657,0.103746834887888,0.0822587312303911,0.93444097086588,1
"ENSG00000001631",0.738989381173224,0.593320235396776,1.21714953479537,0.487467002562285,0.625927421375102,1
"ENSG00000002016",294.001914542122,0.158182810213791,0.112646318203898,1.40424305681672,0.160246484386507,1
"ENSG00000002330",60.0243966200697,-0.0981794815623112,0.180223556830053,-0.544764975728962,0.585915170112128,1
"ENSG00000002549",226.375831322514,-0.305214361352793,0.191397373262285,-1.59466327123799,0.110787555538277,1
"ENSG00000002586",11.5752316597423,-0.234134732826639,0.346088098075576,-0.676517725193515,0.498711996092645,1
"ENSG00000002587",6.33396350512268,0.0235593789771936,0.472355999806328,0.0498763199511666,0.960220947753255,1
"ENSG00000002726",1.61917615977356,-0.0165372261770726,0.822368355865529,-0.0201092686253321,0.983956206347488,1
"ENSG00000002745",0.893805392632702,-0.149191207205871,0.947443788523302,-0.157467080383104,0.87487675024604,1
"ENSG00000002746",122.127995855886,-0.126895311317668,0.340312613810672,-0.372878659702764,0.709238755545001,1
"ENSG00000002834",57.7080947281645,0.0615511108762647,0.245372101551864,0.2508480405351,0.801931597754769,1
"ENSG00000002919",72.7994200617312,-0.0422052330642041,0.141093339443708,-0.29912987551792,0.764840951923179,1
"ENSG00000002933",2.10277132227995,-0.198984039674021,0.72190181967064,-0.275638645383669,0.782825624334576,1
"ENSG00000003056",163.558885220574,-0.1474837157077,0.14449252341971,-1.02070136376054,0.307395948209936,1
"ENSG00000003096",228.395107410061,0.190990062453342,0.218089431013074,0.875741944789118,0.381170337178111,1
"ENSG00000003137",5.25236447100849,0.0864396422879043,0.494190407046037,0.174911615149689,0.861149083403314,1
"ENSG00000003147",46.4806827499444,0.257447387539772,0.40728484272182,0.63210647815738,0.527317302393539,1
"ENSG00000003249",12.7826412702897,-0.267982365024735,0.329786558986,-0.812593350828807,0.416451245060602,1
"ENSG00000003393",316.281859755174,-0.0179552516009128,0.156575426350824,-0.114674773809539,0.908702909580229,1
"ENSG00000003400",10.5013427246275,0.441092120685607,0.367461881560786,1.20037517581981,0.229993665416795,1
"ENSG00000003402",536.585977816238,0.103665496969756,0.122643638673344,0.845257838817589,0.397966895400558,1
"ENSG00000003436",9.1265224399751,-0.130770179380881,0.489004299640213,-0.267421328354569,0.789144779574779,1
"ENSG00000003509",160.794362061382,0.0512841516882559,0.113819277116419,0.450575271496413,0.652295692514014,1
"ENSG00000003756",798.155114847075,0.224036541921104,0.140162362779089,1.59840728622854,0.10995236411719,1
"ENSG00000003987",1143.10698087253,-0.119268794903612,0.15739470452723,-0.757768790645542,0.448589409006797,1
"ENSG00000003989",43.6796686702145,0.636035537818541,0.356141510306038,1.78590677978533,0.0741143530597479,1
"ENSG00000004059",23.1499196733411,-0.585793905378132,0.411507122062351,-1.42353284784552,0.15458174686838,1
"ENSG00000004139",101.529836632095,0.287184542202976,0.141123251541553,2.03499096758281,0.0418517818309483,1
"ENSG00000004142",67.8986268442019,0.0720854649756412,0.185525105177726,0.388548304050744,0.69761031484795,1
"ENSG00000004399",194.724215416961,-0.301262964445364,0.280786210949056,-1.07292649246235,0.283304098446781,1
"ENSG00000004455",214.971921379324,0.026336575366267,0.113087074701417,0.232887581854985,0.815848701589843,1
"ENSG00000004468",31.6306903805896,0.242332911927752,0.361243296777236,0.670830196960552,0.502328708204048,1
"ENSG00000004478",161.462730538455,0.267890445248317,0.28232240955644,0.948881265462431,0.342681003960771,1
"ENSG00000004487",264.338065969271,0.14965146425636,0.124373974360812,1.20323777563156,0.228884320547182,1
"ENSG00000004534",1520.6062855783,0.109499308522326,0.107350473058872,1.02001700972734,0.307720393715755,1
"ENSG00000004660",54.4736672168808,0.268136662613185,0.291575056898903,0.919614542701282,0.357774224367243,1
"ENSG00000004700",149.588766558219,-0.204325781279664,0.163580411178477,-1.24908465388763,0.211634112913046,1
"ENSG00000004766",700.362262790312,0.0349415044476046,0.14733952861769,0.237149560443275,0.812540765101006,1
"ENSG00000004776",1.84919287230936,-1.06161620225482,0.918775018762994,-1.15546916336944,0.24789835332929,1
"ENSG00000004777",108.594441709048,0.0243319515694639,0.210079896899977,0.115822370100689,0.907793321053509,1
"ENSG00000004779",109.795729593868,-0.274071289192711,0.171568107658294,-1.59744892528959,0.110165674022164,1
"ENSG00000004799",527.709116675203,0.335849759880626,0.317271363416223,1.0585568021783,0.289801668916944,1
"ENSG00000004809",12.377595361624,0.455756474216616,0.364065776770706,1.25185200943416,0.210623794551297,1
