"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",56.8189751109636,-0.207541722469723,0.440402234583584,-0.471254926001821,0.637458699459152,0.891187861544766
"ENSG00000000005",3.74894669884628,-0.0995609439801404,0.651235683747821,-0.152880050133576,0.878492868642221,NA
"ENSG00000000419",154.984134867819,0.131820859258655,0.133956236654576,0.984059141632749,0.325086434762162,0.733680585295953
"ENSG00000000457",109.301187769577,0.271183939623669,0.137325076347018,1.97475906686111,0.0482954962865283,0.499331795961886
"ENSG00000000460",80.6988988830557,-0.317690142095606,0.203444859406642,-1.56155403986204,0.118393083837744,0.562776103525635
"ENSG00000000938",1.79908498706555,-0.465764386565127,0.693573692202257,-0.671542752848969,0.501874833425131,NA
"ENSG00000000971",4.41268722332191,0.0417372162556633,0.616823335775465,0.0676647815264505,0.946052485300629,NA
"ENSG00000001036",37.4702752018391,-0.325106810806375,0.254878979357916,-1.27553402648337,0.202120288461641,0.63726166210466
"ENSG00000001084",304.515317235564,0.254520602182996,0.153885700629383,1.65395875732458,0.0981358927928256,0.542396426066355
"ENSG00000001167",65.9528879261909,0.117566781284018,0.213242214318964,0.551329771450244,0.581407633402869,0.869167141478133
"ENSG00000001460",47.3810344961147,-0.00326482747525129,0.222882012434843,-0.0146482322175089,0.988312819626515,0.996790686552878
"ENSG00000001461",94.8762522303285,0.0413440130361169,0.239041227798277,0.172957666829784,0.862684703034836,0.964620847147584
"ENSG00000001497",121.694096793933,-0.29003359850383,0.198342515991741,-1.46228657559182,0.143662695672251,0.586741364259128
"ENSG00000001561",132.808034771026,-0.11463302233484,0.27925173382304,-0.41050066463502,0.68143871603823,0.909468028647711
"ENSG00000001617",4.12149327795001,-0.836265651214357,0.462984736670206,-1.80624885655798,0.0708794765693026,NA
"ENSG00000001626",19.9765210026111,-0.960623716674146,0.366605386954067,-2.62032078866999,0.00878470887530869,0.394372583325185
"ENSG00000001629",675.052037727692,0.112448633326857,0.141296245817413,0.795835959238199,0.426127387935289,0.79648613808675
