"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",11.5657106358788,-0.465501787177653,0.485758260304579,-0.95829927191722,0.337911870856742,0.995027032504607
"ENSG00000000005",0.740286153132755,1.21804092726812,1.79410662660248,0.678912228073497,0.497193477321669,NA
"ENSG00000000419",46.3396932585048,0.0149189631395578,0.215699946103608,0.0691653540441393,0.94485800050749,0.999674624931488
"ENSG00000000457",40.7981638813782,0.00425055962969644,0.256425545432159,0.0165761941640131,0.986774716254775,0.999795872924457
"ENSG00000000460",30.2113348248868,-0.219730296623667,0.276492915353188,-0.794704979485592,0.42678513512136,0.995027032504607
"ENSG00000000938",0.699258080772196,-2.0540460988284,1.51408068107121,-1.35662922359934,0.174899051355251,NA
"ENSG00000000971",3.31398142807298,-0.278003608477026,0.969334797854039,-0.28679833747069,0.774266735998245,NA
"ENSG00000001036",12.0952551732031,-0.0385428609365131,0.369417274390794,-0.104334213932129,0.916904127276293,0.999674624931488
"ENSG00000001084",70.0784118080047,0.446391126241989,0.221761261726008,2.01293554504356,0.0441214105648806,0.893893307841175
"ENSG00000001167",19.6851168867211,-0.196986090124076,0.33194162730897,-0.593435935471635,0.552889445482431,0.995027032504607
"ENSG00000001460",14.1039690635426,-0.564921178226401,0.37182030605086,-1.51933923197064,0.128677129400352,0.986674590799525
"ENSG00000001461",84.060610442604,0.0868160881765613,0.268479459490256,0.32336212364772,0.746421010913667,0.995027032504607
"ENSG00000001497",76.4272933829346,0.116235255226937,0.309596515193369,0.375441096791216,0.707332445617724,0.995027032504607
"ENSG00000001561",44.9244988895447,0.270981452630598,0.251154860812816,1.07894170056521,0.280613717657014,0.995027032504607
"ENSG00000001617",0.779109432024912,1.50475388994814,1.52871328345036,0.984327084901009,0.324954716419168,NA
"ENSG00000001626",105.459129628446,-0.390560540679894,0.444177420610773,-0.87928949684756,0.379244329285585,0.995027032504607
"ENSG00000001629",332.851558109037,0.121340921572025,0.141819605701603,0.855600471963893,0.392218808810014,0.995027032504607
"ENSG00000002016",57.039813416746,-0.0173472076401419,0.19247869016498,-0.0901253412794582,0.928187611732801,0.999674624931488
